CUMULATIVE PADA INDEX OF METRIC SAIVA TEXTS


Contributors:
Dominic Goodall, Reinhold Gruenendahl, Oliver Hellwig, 
Harunaga Isaacson, Nibedita Rout, S.A.S. Sarma,R. Sathyanarayanan, 
Peter Schreiner, Somadeva Vasudeva, Mei Yang
(For details see the files of the individual texts.)

         


Currently comprising the GRETIL versions of:

BhStc_ = Bhatta Narayana: Stavacintamani
CakBhst_ = Cakrapaninatha: Bhavopaharastotra 
Dka_ = Devikalottara-Agama (Devikalottaragama)
GorS(1)_ / GorS(2)_ = Goraksanatha (=Gorakhnath): Goraksasataka (2 versions)
JsSpst_ = Jnanasambhu: Sivapujastava
KubjT_ = Kubjikamatatantra
MrgT_ = Mrgendragama [or Mrgendratantra]
Saul_ = Saundaryalahari (attrib. to Samkara)
SUp_ = Siva-Upanisad
SvaT_ = Svacchandatantra [or Svacchandabhairavatantra]
ToT_ = Todalatantra
VT_ = Vinasikhatantra



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ð             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ý             253   
visarga                 þ             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________




a-u-ma-kàrasaüyuktaü  KubjT_8.59c
chàntyatãtàdyanukramàt  SvaT_3.139b
chàmbhavaü padapårvakam  KubjT_18.76b
chàyàchatravibhåùitam  KubjT_2.23d
chàyà tasya tu niùkalà  Stk_23.6d
chàyà tu ÷ãkarà jyotsnà  KubjT_15.15a
chàyàtmàü vikçtàü pa÷yet  KubjT_23.40c
chàyàmaõóalakaü tv adhaþ  KubjT_16.73d
chàyàü nirãkùayitvà tu  KubjT_19.46c
chàyàü pa÷yaiva dakùiõàm  KubjT_23.38d
chàstradçùñena karmaõà  SvaT_2.6d
chittvàtha gràhayetpunaþ  SvaT_4.162b
chit sphijau kãrtito devi  SvaT_15.14c
chidyamàno na vindati  KubjT_4.24d
chidraü matvà tu sàdhake  KubjT_25.114d
chidrànveùaõatatparàþ  KubjT_12.5b
chindantaü pà÷apa¤jaram  KubjT_22.11b
chindyàttasyàsinà hçdaþ  SvaT_4.110d
chinnabhinneùu mantreùu  KubjT_23.88a
chinnamastàdakùiõàü÷e  ToT_1.12c
chinnamastà nçsiühikà  ToT_10.9d
chinnaü bhinnaü mçtaü naùñaü  SUp_7.80a
chinneùv achinnam eva ca  BhStc_6b
chinne såtre bhavenmçtyuþ  ToT_9.21a
chippakaü carmakàrakam  KubjT_5.65d
chivatãrthasya madhyataþ  Stk_3.5b
chivadharmàvalokakaþ  SvaT_4.433d
chivambhaþ ÷ivahastakam  SvaT_4.30b
chivaråpo na cànyathà  ToT_6.12d
chivalokam avàpnuyàt  SUp_6.61b
chivaloke mahãyate  SUp_6.227d
chivaloke vrajante te  SUp_6.184d
chivaü paramakàraõam  SRtp_263d
chivaþ sàkùànna saü÷ayaþ  ToT_6.46b
chivàgner manasàrcanam  SUp_4.66b
chivàgnyàyatanaü mahat  SUp_4.11b
chivàt paramakàraõàt  KubjT_11.4b
chivàntaü praõavena tu  SvaT_4.43d
chivàya vinivedayet  SUp_6.3b
chivãbhåtaü ca yoginam  SUp_7.82d
chiùyaiþ saha varànane  SvaT_3.214b
chãü chàü padaü tçtãyaü tu  KubjT_7.21c
chuklamàlyànulepanaþ  SvaT_10.957d
chuklamàlyànulepanaþ  SvaT_10.969d
chucchundarã vióàlã ca  KubjT_21.46a
chuddhaþ khàny adhitiùñhati  SUp_4.31d
chuddhà eva bhavanti hi  SvaT_10.78d
chuddhà÷uddhadviråpagam  SvaT_4.153b
chubhaü và yadi và÷ubham  SRtp_152b
chummakàþ sampravakùyàmi  SvaT_15.1c
churikàü càmçtaü caiva  ToT_4.28a
chåladaõóaü tathaiva ca  KubjT_24.40b
chålahastaü jañàdharam  SvaT_12.135d
chedanakaraü prakãrtitam  KubjT_5.10b
chedanaü ca tathàkarùo  SvaT_10.349a
chedanaü bhedanaü dànaü  SvaT_12.10c
chedanã paramantràõàü  KubjT_10.23c
chedane puùpapattràõàm  KubjT_5.44c
chedayantãü mahàsinà  KubjT_8.24d
chedayedastramantreõa  SvaT_4.71a
chedàkarùagrahaü caiva  SvaT_4.186c
chaive sarvamidaü param  MrgT_1,2.11d
chrama-jàtena vàriõà  GorS(2)_53 (=1|50)b
chrãsiddhakauõóalã÷varaþ  KubjT_2.55b
chrutaü màyàdhikàriõàm  MrgT_1,1.25b
chreya àptividhàyakaþ  SRtp_10d
jakàrajatharesthità  VT_299d
jakàre devatà ràj¤aþ  KubjT_21.41a
jagacca va÷amàyàti  SvaT_12.127a
jagacca suùiràtmakam  SvaT_12.89d
jagaccitraü namas tasmai  BhStc_9c
jagajjanmasthitidhvaüsa-  MrgT_1,2.3a
jagata÷citra÷aktimat  MrgT_1,9.2b
jagataþ kàraõaü bhavet  SvaT_4.275d
jagataþ kàraõàtmikà  KubjT_4.53d
jagataþ pralayotpatti-  SvaT_10.1143a
jagatàü sargasaühàra-  BhStc_18a
jagatã tàvaducchrità  SUp_2.13b
jagatãstambhapaññàdyaü  SUp_4.10a
jagato yoniråpiõã  KubjT_25.158b
jagatkalyàõakalyàõaü  BhStc_74c
jagat tràtuü ÷aübhor jayati karuõà kà cid aruõà  Saul_92d
jagatyasmiü÷caràcare  SvaT_4.247b
jagatyasmiü÷caràcare  SvaT_4.411b
jagatyasmiü÷caràcare  SvaT_7.101d
jagatyasmiü÷caràcare  SvaT_7.145d
jagatyà sàrdham aïgaõam  SUp_2.13d
jagatsarvaü ca tanmayam  Stk_13.20d
jagatsaübhavahetu÷ca  SvaT_12.1c
jagatsaühàrakàrakam  ToT_1.14d
jagatsaühàrakàrakaþ  ToT_1.22b
jagatsu pravaro 'pi yaþ  MrgT_1,1.19d
jagat såte dhàtà harir avati rudraþ kùapayate  Saul_24a
jagatsçùñistvayà deva  SvaT_11.1c
jagatsthàvarajaïgamam  SvaT_1.82b
jagatsthàvarajaïgamam  SvaT_7.158b
jagat sthàvarajaïgamam  SvaT_11.3d
jagatsthàvarajaïgamam  Stk_12.3b
jagadapyakhilaü ÷anaiþ  MrgT_4.57d
jagadànandakàrakàþ  KubjT_2.94b
jagadànandaråpakam  ToT_1.15d
jagadànandaråpakam  ToT_6.9b
jagadàpårayetsiddhaþ  SvaT_12.87c
jagadekàrõavaü bhavet  SvaT_11.244d
jagadetaccaràcaram  SvaT_11.67b
jagaddàhodbhavaü priye  SvaT_11.243d
jagaddharmeõa hetunà  MrgT_1,9.3b
jagadbandhuraõoþ ÷ivaþ  MrgT_1,5.1d
jagadyonirdvitãyake  SvaT_10.993b
jagadyonir mahàmbike  KubjT_13.38d
jagadyonir mahàmbike  KubjT_15.5b
jagadyoniþ sadodità  KubjT_3.30b
jagadvyàpya sthito màyã  SvaT_11.57c
jagannàthàïghriniratà  KubjT_3.13a
jagannàtho mahe÷varaþ  Dka_50b
jagannàtho hi tatra ca  KubjT_3.13b
jaganmàtaþ purà tvayà  SvaT_10.174d
jaganmàtà mahàdevi  SvaT_10.173c
jaganmàtà vyavasthità  SvaT_10.984b
jagànandakarã ciram  KubjT_2.114b
jagedaü vaóavodaram  KubjT_16.104b
jaïghayo÷ca sphijoþ kañyàü  SvaT_1.51c
jaïghàïghrãm anukramàt  KubjT_12.31d
jaïghàbhi÷ ca bhavet kàryà  SUp_2.12a
jaïghàmåle sthitas tu saþ  KubjT_24.12b
jaïghe pàdau tathaiva ca  SvaT_2.3d
jaïghe pradar÷ayedyà tu  SvaT_15.31c
jaïghau dve vàmadakùiõau  KubjT_4.104d
ja caturmukha madhye tu  KubjT_24.13a
ja-ca-madhyagataü gçhya  KubjT_4.99c
jañàkusumabhåùitàm  SUp_6.117d
jañàcandrakãrãñinaþ  SvaT_10.1137b
jañàjåñe varànane  KubjT_24.148b
jañàjvàlàsamaprabham  SvaT_9.3d
jañà na ÷ådro vibhçyàn  MrgT_3.4a
jañàmukuñamaõóitam  SvaT_2.88d
jañàmukuñamaõóitaþ  SvaT_10.597d
jañàmukuñamaõóitaþ  SvaT_10.1156d
jañàmukuñamaõóitaþ  SvaT_10.1238d
jañàmukuñamaõóitàþ  SvaT_10.1187d
jañã màlã tathograkaþ  SvaT_10.1055d
jañã muõóã ÷ikhã bhasmã  KubjT_25.30c
jañhare pa¤ca vaiùõavyà  KubjT_20.61c
jañharo 'tha suraivataþ  SvaT_10.316d
jañharo hemakåñastu  SvaT_10.208c
jaóadhãrjaóamã÷varam  SRtp_138b
jaóaü và dç÷yate yathà  SRtp_197b
jaóànàü caitanyastabakamakarandasrutijharã  Saul_3b
jaóena jaóimàvahaþ  SRtp_137b
jatulepastathaiva ca  SvaT_10.85b
janakaü dhàrakaü bhogyam  MrgT_1,8.4a
janadvãparatà nityaü  KubjT_21.75c
jananaü càdhikàraü ca  Stk_8.17c
jananaü pårvavatkramàt  SvaT_4.162d
jananàdilayàntakam  SvaT_4.202b
jananàdivivarjità  Stk_8.11d
jananã mohinã màyà  SRtp_157a
jananã sarvabhåtànàü  KubjT_2.2a
janayanty aparàü sçùñiü  KubjT_14.82c
janayitvà suràüstataþ  SvaT_2.225d
janalokanivàsinaþ  SvaT_10.519d
janalokaü tapa÷caiva  ToT_2.7a
janalokordhvataþ priye  SvaT_10.520b
janalokovyavasthitaþ  SvaT_10.518d
janas tàü jànãte janani tava romàvalir iti  Saul_76d
janasyàbdasahasràõi  MrgT_1,13.89a
janasyendutviùo nityam  MrgT_1,13.88a
janaþ sutvagilàvçte  MrgT_1,13.81d
janà rogabhayatrastà  SvaT_10.240c
janà÷candrapratãkà÷àþ  SvaT_10.220a
janà÷càtãva komalàþ  SvaT_10.213b
janàstatra su÷obhanàþ  SvaT_10.217b
janàstatrendusannibhàþ  SvaT_10.232b
janàstadvàsinaþ sarve  SvaT_10.307a
janàstu sukhinastatra  SvaT_10.301c
janàþ svasthànavàsinaþ  Stk_16.11b
jano 'ùñakoñyavacchinnaþ  MrgT_1,13.116a
jantubhi÷ ca samàkule  SUp_7.70b
jantumçtyau ca vàsaram  MrgT_3.58d
jantu÷aivàlanirmuktam  SUp_5.13c
janma-çkùe ca candramàþ  KubjT_23.79d
janmakoñi÷atàni ca  SUp_6.95b
janmakoñisahasràõi  SUp_6.95a
janmakoñisahasreõa  ToT_6.43a
janmakoñãsahasraistu  SvaT_1.44c
janmanàma tu sàdhyasya  SvaT_9.82a
janmany apa÷cime puüsàü  KubjT_13.91a
janmamçtyujaràvyàdhik-  SvaT_10.1100a
janmamçtyubhayàpahaþ  SvaT_11.309b
janmamçtyuvinà÷anaþ  SvaT_1.84b
janmamçtyuvivarjitam  Dka_42d
janmamçtyuhara÷caiva  SvaT_10.1178c
janmavyàdhijaràmçtyu-  SvaT_10.664c
janmasthaü dhàrayet kùaõàt  KubjT_23.158d
janmasthànàt samudyantã  KubjT_6.111c
janmàdãnanu jàteti  SRtp_245a
janmàntarasahasreõa  ToT_6.17c
japakarmaõi ÷asyate  KubjT_5.120d
japakarmaõi ÷asyate  KubjT_5.127b
japakarma sadàkuryàd  VT_226a
japata÷ca varàrohe  SvaT_7.19a
japataþ siddhimàpnoti  SvaT_6.51c
japataþ siddhyate dhruvam  SvaT_6.3d
japate tasya pårvavat  KubjT_3.129b
japadhyànarataþ sadà  SvaT_5.51d
japadhyànaratiþ sthairyaü  SvaT_10.62a
japadhyànàdikaü kçtvà  SvaT_4.45c
japadhyànàdiyuktasya  SvaT_15.1a
japadhyànàrcanàd eva  KubjT_23.99c
japanti tvàü cintàmaõigunanibaddhàkùavalayàþ  Saul_33c
japan tu bodhayen mantrã  VT_389a
japanty àhlàdavihvalàþ  BhStc_62d
japan dhyàyan stuvannapi  SvaT_4.16b
japannekaikayàhutyà  SvaT_3.112a
japanpçthvãü va÷aü nayet  Stk_16.15b
japan svacchandadevaü tu  SvaT_13.31c
japapåjàsamanvitam  KubjT_8.39d
japabhasmakriyàniùñhàs  SvaT_11.74a
japamànaü puraü vi÷et  KubjT_20.44d
japamànà tu kãrtanàt  VT_294d
japam ekàntaråpiõam  KubjT_8.70d
japam ca varavarõini  SvaT_15.38b
japa÷ca saphalo bhavet  SvaT_2.143b
japasaükhyàü karoti saþ  Stk_11.10d
japasiddhimavàpnuyàt  SvaT_7.19b
japastadbhàùaõaü dhyeya-  MrgT_4.8a
japasya lakùaõaü deva  KubjT_6.1a
japasya lakùaõaü devi  KubjT_5.103a
japasya vidhim uttamam  VT_224d
japasya suranàyaka  KubjT_6.2d
japahomaparàyaõàþ  KubjT_4.3d
japahomavivarjità  KubjT_7.94d
japahomàrcanadhyànàn  SvaT_7.96c
japahomàrcanàdbhavet  SvaT_4.273b
japahomàrcane rataþ  SvaT_9.48b
japahomopa÷àmyati  KubjT_23.80d
japahomau samàcaret  SvaT_9.70b
japaü kuryàttridhoditam  MrgT_3.76d
japaü kuryàdvicakùaõaþ  Stk_16.8d
japaü kçtvà tu medhàvã  VT_380a
japaü kçtvà nivedyaivaü  SvaT_2.15c
japaü kçtvà mahe÷àni  ToT_4.37c
japaü caiva samarpayet  ToT_5.29b
japaü pa÷càtsamàcaret  SvaT_2.137b
japaü samarpayeddhãmàn  ToT_3.68a
japaþ kàryaþ sadà budhaiþ  KubjT_5.110b
japaþ kàryaþ sadà budhaiþ  KubjT_6.6d
japaþ pårvaü samàkhyàtaþ  KubjT_6.19a
japaþ pràõasamas tava  KubjT_6.21d
japaþ pràõasamaþ kàryaþ  SvaT_2.140a
japaþ pràõasamaþ kàryo  KubjT_6.22a
japaþ ÷reùñha udàhçtaþ  KubjT_5.112b
japaþ ÷reùñha udàhçtaþ  KubjT_5.131b
japaþ samàdhirityaïgàny  MrgT_4.3c
japàkusumasaükà÷am  SvaT_10.930c
japàkusumasaünibham  SvaT_10.856d
japàd brahmapuraü vrajet  ToT_9.30d
japàdhyayana homàdi  SvaT_10.266a
japànte ghçtahomastu  Stk_16.9c
japànte tu punarhomaü  SvaT_6.52c
japànmçtyumavàpnuyàt  ToT_9.20b
japàpuùpacchàyà tava janani jihvà jayati sà  Saul_64b
japàsindårasaprabham  SvaT_10.534b
japitvàkùaralakùaü tu  SvaT_6.3a
japettadvàcakaü sadà  MrgT_4.31d
japet tasya pa tad vastu  KubjT_7.4a
japet tu sakalàn devi  SvaT_6.46c
japet piõóàkùaraü mantrã  VT_391a
japet håükàrasahitaü  VT_368c
japed aùña÷ataü tataþ  VT_205b
japed aùñasahasraü tu  VT_213c
japedekàda÷àjàtam  MrgT_3.121c
japed oïkàram avyayam  GorS(2)_83d
japedda÷aguõaü pràõa-  MrgT_3.120a
japed dhyàyec ca muktyarthaü  SUp_1.28c
japed yas tu vidhànataþ  VT_305d
japedyaþ satataü naraþ  Stk_15.1b
japedvanyà÷ano 'pi và  MrgT_3.110b
japena yajane tataþ  VT_280d
japena sàdhayet sarvaü  KubjT_8.81c
japennirmàlyabhojane  MrgT_3.111d
japennirmàlyasamparke  MrgT_3.111a
japen mantraü punaþ punaþ  KubjT_7.107d
japen mantrã samàhitaþ  VT_373d
japen mçtu¤jayaü devi  KubjT_23.82c
japel lakùatrayaü budhaþ  VT_340b
jape havanatatparaþ  KubjT_19.33b
japo jalpaþ ÷ilpaü sakalam api mudràviracanà  Saul_27a
japo hy evaü samuddiùño  KubjT_6.15c
japtavidyaþ samàlabhet  KubjT_23.66d
japtavidyàs tu stubhyante  KubjT_23.71a
japtavidyàsya sampuñam  KubjT_23.71d
japtavyaü tu ÷ikhàsåtraü  KubjT_8.77a
japtavyà tu paràparà  KubjT_6.5d
japtavyà sàdhakottamaiþ  SvaT_2.153d
japtànena tu såtreõa  KubjT_23.88c
japto bhavati niùkalaþ  SvaT_6.18d
japtvà koñi÷atair api  KubjT_4.4d
japtvà koñi÷atair api  KubjT_4.8d
japtvà da÷asahasràõi  MrgT_3.99a
japtvà nivedayeddevi  SvaT_2.143c
japtvà mantraü subhàvitaþ  SvaT_2.181d
japyate yeùu ràùñreùu  KubjT_9.46c
japyamànasya jàyate  KubjT_9.45b
japyamànasya nitya÷aþ  KubjT_9.37d
jamadagnisuto 'dhvagaþ  SvaT_10.1080b
ja-ma-pårvau tu aïgulyau  KubjT_4.93c
jambudvãpaü kùiternàbhis  MrgT_1,13.40c
jambudvãpaü ca ÷àkaü ca  SvaT_10.284a
jambudvãpaü madhyade÷e  ToT_7.6a
jambudvãpaü samantataþ  SvaT_10.198b
jambudvãpaü samantataþ  SvaT_10.268b
jambudvãpaü smçtaü lakùaü  SvaT_10.286c
jambudvãpe tathàgnãdhràþ  SvaT_10.277c
jambudvãpe varànane  SvaT_10.288b
jambulàsikamålaü tu  SvaT_9.105a
jambådvãpamidaü tataþ  MrgT_1,13.76d
jambådvãpaü prakalpayet  SUp_6.105b
jambådvãpaü samàkhyàtaü  SvaT_10.274a
jambådvãpàdayo vçtàþ  MrgT_1,13.98b
jambånàtho manoþ kule  MrgT_1,13.96d
jambåphalarasà÷anaþ  MrgT_1,13.81b
jambåphalarasodbhåtà  MrgT_1,13.74a
jambåphalàni pakvàni  SUp_6.16c
jambåphaleùu yat puõyaü  SUp_6.14c
jambåmålaü vi÷etsvakam  SvaT_10.192b
jambårasaphalàhàrà  SvaT_10.213c
jambå÷àkaku÷akrau¤ca-  MrgT_1,13.35c
jayaty ullàsitànanda-  BhStc_1c
jaya tvaü màlinã devã  KubjT_2.1a
jayantamaõóalaü sandhau  KubjT_16.74a
jayanti gãtayo yàsàü  BhStc_82a
jayanti mohamàyàdi-  BhStc_76a
jayantã kandukã vidyàc  KubjT_25.108c
jayantã ca mahàkùetre  KubjT_24.74c
jayantã càparàjità-  KubjT_24.128b
jayantã ja bhavec chålam  KubjT_17.102c
jayantãpuramadhyagàþ  KubjT_15.23b
jayantãü dhyàyati kùipraü  VT_106a
jayanto vardhamàna÷ca  SvaT_10.218a
jayantyà ÷ålajà smçtà  KubjT_24.25d
jayaü nàma varànane  SvaT_10.731b
jayaþ praõayanàdãnàü  MrgT_4.46a
jayaþ phalaü vàcya÷eùaü  MrgT_1,11.27c
jayà ca padmagarbhàbhà  SvaT_10.987c
jayà ca vijayà caiva  KubjT_9.4c
jayà ca vijayà caiva  KubjT_16.10a
jayà ca vijayà caiva  KubjT_24.85c
jayà ca vijayà caiva  KubjT_24.128a
jayà ca vijayà devã  KubjT_21.59a
jayà tu suprabhà caiva  KubjT_2.58c
jayàt prave÷ayen màyàü  VT_38a
jayàdyaü vinyasen mantrã  VT_96a
jayà dhçtikarã saumyà  KubjT_21.74c
jayàriktàdipaurõimà  KubjT_23.8d
jayà saptada÷aü bãjaü  VT_125a
jayàü pràgdale vinyaset  VT_30d
jayen mçtyuü na saü÷ayaþ  KubjT_23.159d
jaràtãtaü padaü divyaü  KubjT_23.165c
jaràmaraõanirmuktà  SvaT_10.609c
jaràmçtyuphalàrthinaþ  KubjT_23.14d
jaràmçtyubhayàkulam  SvaT_11.118d
jaràmçtyuvinà÷àrthe  KubjT_23.57a
jaràmçtyuvivarjitaþ  SvaT_12.130d
jaràmçtyuvivarjitàþ  SvaT_10.213d
jarà mçtyu÷ ca dàridryaü  KubjT_9.45c
jarà mçtyu÷ ca rogà÷ ca  KubjT_23.169c
jaràmçtyuharaü devi  KubjT_9.84c
jaràyujà ca sà j¤eyà  KubjT_14.24c
jaràrogavivarjitàþ  SvaT_10.234b
jaràsiüham udàhçtam  KubjT_8.12d
jalakallolagambhãraü  KubjT_11.55a
jalatejo 'nilàkà÷a-  SRtp_100c
jalada÷ca kumàra÷ca  SvaT_10.315a
jaladhàràü tu pàtayan  SvaT_3.80b
jaladhyànena pårayet  SvaT_12.86b
jalapaññagataü devam  KubjT_13.45a
jalapaññe nive÷itaþ  KubjT_13.40b
jalamadhye gato 'pi và  KubjT_22.52d
jalamadhye gato 'pi và  KubjT_22.52d
jalam apy atra dàhakam  KubjT_21.5d
jalaråpo jale÷varaþ  KubjT_19.35b
jalasnànaü purà kçtvà  Stk_4.2a
jalaü kiü nànumãyate  MrgT_1,9.8d
jalaü caivàbhimantrayet  SvaT_2.10d
jalaü pipàsitaþ kaõñhe  MrgT_4.41a
jalaü mantraü dayà dànaü  SUp_5.44a
jalaü saü÷odhya hastau ca  ToT_4.3a
jalàdikùitiparyantaü  SRtp_41a
jalàdutthàya deve÷i  ToT_3.41a
jalàpåritasarvàïgo  SvaT_12.86a
jalàvaraõagaü priye  SvaT_10.854d
jalãbhåtaü tadevaitad  SvaT_5.62c
jalãbhåte punarmantrã  SvaT_5.63a
jale càgnau ca sampåjya  SvaT_3.32a
jale marutsvathàgnau và  SvaT_10.754c
jalauko biladhåmakaþ  SvaT_10.40d
jalpate vadate 'khilam  KubjT_10.87b
jalpamàmràtake÷varam  SvaT_10.872b
jalpàyanaü kumàrãõàm  KubjT_17.45a
jalpitaü hasitaü gãtaü  SvaT_7.306c
jalpitaiþ pañhitaistathà  SvaT_10.748b
jalpe÷vare kurukùetre  SUp_6.189c
javàpuùpasamaprakhyau  VT_174c
javàbandhåkapàñalaiþ  KubjT_24.106b
ja-sa-madhyagataü gçhya  KubjT_7.62a
jahàti janturyaþ pràõàn  MrgT_4.54a
jahàti pratyåùe ni÷i ca vighañayya pravi÷ati  Saul_55d
jahnu÷ca tçõabindu÷ca  SvaT_10.1078c
jahnvàdicàruparyantà  SvaT_10.1081c
jahnvàdicàruparyantà  SvaT_10.1085c
jàgarayettadàgniü tu  SvaT_4.532a
jàgratsvapnasuùuptaü ca  SvaT_11.67c
jàïgalaü devadàruü ca  KubjT_25.227c
jàtakarma kçtaü bhavet  SvaT_2.216d
jàtakarma tvathocyate  SvaT_2.215b
jàtaya÷ ca pçthak pçthak  KubjT_7.42b
jàtavedasi saüsthitam  VT_335b
jàtavedasi saüsthitam  VT_339d
jàtaü praråóhamityàhur  SvaT_15.4c
jàtà kanyàparà priye  SvaT_10.282b
jàtà vãryabalotkañàþ  SvaT_10.275b
jàtàsyaïgaruhà priye  SvaT_10.1000d
jàtikàrukavàkkàya-  SUp_5.11a
jàtikuñmalakairmi÷rais  SvaT_6.80c
jàtikuñmalakaiþ kanyà  SvaT_2.284a
jàtimekhalamaõóità  SvaT_10.152d
jàtiyogayutaü kçtvà  SvaT_9.47c
jàtiruktàtra dãpane  SvaT_3.159b
jàtisamparka÷uddhivat  MrgT_3.113b
jàtãkusumamadhyataþ  KubjT_23.68b
jàtãpuùpair manoramaiþ  KubjT_23.67b
jàtãphalaü sakaïkolaü  SUp_6.50c
jàtãmallikacampakaiþ  KubjT_24.106d
jàtãhiïgulakapakùau  VT_175a
jàtya¤jananibhaþ ÷rãmàn  SvaT_10.944c
jàtya¤jananibhàkàro  SvaT_10.741a
jàtya¤jananibho mahàn  SvaT_10.943d
jàtya¤janasamaprabhà  SvaT_10.716b
jàtyàyurbhogalakùaõam  SvaT_4.122b
jàtyuddhàre dhruveõaiva  SvaT_4.67c
jànanty api na jànatã  KubjT_2.87b
jànàti ca vicintitam  SvaT_12.98b
jànãmaþ parame÷vara  KubjT_12.1f
jànãmo ni÷cayaü yathà  KubjT_12.79d
jànãyàd gurupaïktivat  KubjT_8.29b
jànukau kurpare yojya  KubjT_6.74a
jànudvayaü karàbhyàü ca  ToT_2.18c
jànunà bhåmisaüsthitaþ  KubjT_25.0*17b
jànunã dar÷ayedyà tu  SvaT_15.31a
jànunã dve prakalpayet  KubjT_4.103d
jànunã saüsthitau devi  KubjT_17.108a
jànubhyàmavaniü gataþ  SvaT_4.51d
jànubhyàü dharaõãü gatvà  SvaT_4.473c
jànubhyàü mãnameùakau  KubjT_12.35d
jànumadhye prakãrtitaþ  KubjT_24.11b
jànåpari nive÷ayet  SvaT_14.11b
jànårubhyàü tu pàr÷ve tu  KubjT_23.120c
jànvàdigudaparyantaü  ToT_7.13a
jàpã yogam avàpnuyàt  SUp_5.29d
jàmbånadamayaü sarvaü  SvaT_10.946c
jàmbånadamayàþ sarve  SvaT_10.194a
jàmbånadamayã purã  SvaT_10.158b
jàmbånadamaye ÷ubhre  SvaT_10.334a
jàmbånadamayai÷citraiþ  SvaT_10.663a
jàyatàü và na jàyatàm  Dka_80b
jàyate unmanastvaü hi  SvaT_7.328c
jàyate trividhà siddhir  SvaT_13.29c
jàyate 'daü sudurlabham  KubjT_13.91b
jàyate 'dhvà kutaþ ÷uddhaþ  SRtp_140c
jàyate 'dhvà yataþ ÷uddho  SRtp_22a
jàyate nàói-÷odhanàt  GorS(2)_101d
jàyate nàrasiühatvaü  KubjT_10.35c
jàyate nirupadravaþ  KubjT_22.54b
jàyate nirupadravaþ  KubjT_22.54b
jàyate nirupadravaþ  KubjT_22.64d
jàyate nirvikalpataþ  KubjT_20.54d
jàyate patanaü punaþ  KubjT_13.36d
jàyate paramaü padam  GorS(2)_4d
jàyate paramà ÷àntir  SvaT_9.91a
jàyate paramà ÷àntiþ  SvaT_9.83c
jàyate parame÷vari  ToT_6.27b
jàyate bindusaükùobhàd  SRtp_47a
jàyate malaruddhànàm  SRtp_259c
jàyate yasya sarvadà  KubjT_23.33b
jàyate ye na santi và  SUp_4.57b
jàyate ràjavallabhaþ  KubjT_9.50b
jàyate vipulà siddhir  SvaT_2.281a
jàyate vividhà siddhiþ  SvaT_6.1c
jàyante da÷a vai priye  SvaT_7.24b
jàyante bandhahetavaþ  Dka_19b
jàyante bhàratàhvaye  SvaT_10.243b
jàyante sarvagàþ ÷ivàþ  SvaT_10.1213b
jàyamànena nàmàdi-  SRtp_227a
jàyamàno nivàryate  MrgT_1,9.11d
jàyetànyacca bhagavàn  SRtp_303a
jàrudhiþ ÷çïgavàü÷caiva  SvaT_10.210a
jàlandharaü ca vikhyàtam  KubjT_21.9c
jàlandharàdhipatyatvaü  KubjT_2.54c
jàlandhare kçte bandhe  GorS(1)_36a
jàlandhare kçte bandhe  GorS(2)_80 (=1|36, HYP 3.72)a
jàlandhare ca deve÷e  KubjT_21.41c
jàlàntaragate bhànau  SvaT_10.15c
jàlàviùñàrkarociùàm  MrgT_1,13.6b
jij¤àsuþ prahasanprabhuþ  MrgT_1,1.7b
jitapraõayano dhatte  MrgT_4.46c
jitaràgà manoramà  KubjT_21.85d
jitàkùatvaü ÷anaiþ ÷anaiþ  MrgT_4.2d
jitàkùasyopapadyate  MrgT_4.2b
'jità caivàparàjità  KubjT_24.85d
jitàni yenendriyàõi  SvaT_10.71c
jitàpanayano '÷nàti  MrgT_4.47a
jitàsu tàsu kiü ca syàd  MrgT_4.45a
jitendriya÷ca bhavati tv  SvaT_12.93a
jitendriyaikacittastu  SvaT_13.5c
jite pràõe jitaü manaþ  SvaT_7.315b
