Yasodhara: Rasaprakasasudhakara 
Based on the ed. by Jivram Kalidas Sastri
Gondal : Rasasala Ausadhasram, 1940


Input by Oliver Hellwig



PADA INDEX


The transliteration emulates Devanagari script.
Therefore, word boundaries are usually not marked by blanks


___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ð             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ý             253   
visarga                 þ             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________





akùarà kuñajà tathà  YRps_9.7b
mahiùasya purãùeõa  YRps_6.44c
mahiùãkarõayormalam  YRps_1.125b
mahauùadhya iti proktà  YRps_1.11a
mahauùadhyamarã latà  YRps_9.4b
mahauùadhyo mahàbalàþ  YRps_9.29d
maüóåkamabhidhãyate  YRps_5.5b
maüóåkasadç÷àü gatim  YRps_5.11d
maüóåkàbhraü na sevyaü hi  YRps_5.12a
maüóåkàbhraü prakurute  YRps_5.11a
maüdàgnãnàmetadeva pra÷astam  YRps_7.19b
màkùikaü kàkaviñ tathà  YRps_1.135d
màkùikaü ca samàü÷àni  YRps_5.37c
màkùikaü tutthakaü tathà  YRps_11.42b
màkùikaü dvividhaü j¤eyaü  YRps_5.78a
màkùikaü rasakaü tutthaü  YRps_11.46c
màkùike ghçtamàne vai  YRps_12.5c
màõikàdvayamànena  YRps_10.48c
màõikyaü càùñadhà neùñaü  YRps_7.6a
màõikyaü cottamaü matam  YRps_7.4d
màõikyaü pårvavacchàyaü  YRps_7.5c
màõikyaü mauktikaü caiva  YRps_7.1a
màtaluügarasenaiva  YRps_11.12c
mànaü mànavihãnena  YRps_1.86c
màraõaü guõavarõanam  YRps_1.6d
màrayatyeva ni÷citam  YRps_5.10b
màrãcaü ceñ ñaükaõaü hiügulaü ca  YRps_8.34a
màrãcaü vai hemabãjena yuktam  YRps_8.30b
màrkaõóã ca karãrã ca hy  YRps_9.7a
màrkavasya rasenàpi  YRps_5.15e
màrdavaü kàrayetsatyaü  YRps_5.46a
màlàrjunã veõukà ca  YRps_9.13c
màùadvayonmitamamuü ni÷i bhakùayitvà mçùñaü payastadanu màhiùamà÷u pãt  YRps_13.10c
màùamàtramidaü cårõaü  YRps_5.130c
màùamàtramuùaõaiþ samaiþ sadà  YRps_8.9a
màùamàtrarasa eùa bhakùitaþ  YRps_8.12a
màùamàtraü pradàtavyaü  YRps_11.107a
màùasyàùñapalaü tadvaj  YRps_12.1c
màùàõàmàtmaguptàyà  YRps_12.17a
màùaistulyàü kàrayettadvañãü ca  YRps_8.15d
màsatrayapramàõena  YRps_2.15c
màhiùàjyamadhuplutam  YRps_6.5b
màüsàdijàraõaü samyak  YRps_6.69c
màüse såkarasaübhave  YRps_2.32b
milatyeva na saüdehaþ  YRps_2.53a
mi÷ravarõaprabhaþ sadà  YRps_5.53b
mi÷raü baügaü vi÷udhyati  YRps_4.80f
mi÷raü svarõaü hi jàyate  YRps_4.7b
muktvà saügharùaõaü kuru  YRps_5.84b
mukhacarvaõasambhåtair  YRps_2.13a
mukham utpadyate dhruvam  YRps_2.84b
mukham utpadyate samyak  YRps_2.91c
mukhasthaü kurute samyak  YRps_2.99c
mukhaü tàmreõa rundhayet  YRps_11.116b
mukhaü tenàtha rundhayet  YRps_2.61d
mukhaü ruddhvà ÷aràvataþ  YRps_6.33d
mukhaü rundhyàddinatrayam  YRps_12.5d
mukhe kiücicca vistçtà  YRps_10.26b
mukhe dhçtà dàróhyakarã dvijànàm  YRps_7.37d
mukhe vastraü prabandhayet  YRps_6.33b
mukhe saptàïgulàyàmà  YRps_1.49a
mukhe suvistçtà kàryà  YRps_1.121c
mukhotpàdanakaü karma  YRps_1.70a
mukhopari vimudrità  YRps_10.23b
mu¤cet sattvaü na saü÷ayaþ  YRps_6.20b
mudrayetkåpikàmukhaü  YRps_11.80b
mudrayeddçóhamudrayà  YRps_2.39d
mudrayeddçóhamudrayà  YRps_2.47b
mudràü kçtvà ÷oùayitvà  YRps_11.65a
mudràü tatra prakàrayet  YRps_1.52b
mudrikàü tàü samuddharet  YRps_11.50d
mudritavyà prayatnena  YRps_11.130a
mudritaü mçtsnayà khalu  YRps_1.63b
mudritaü sudçóhaü kçtam  YRps_11.119b
munipatrarasenàpi  YRps_6.18c
munivallã ca kãrtità  YRps_9.7d
musalãrasamarditam  YRps_5.29b
muüóàcchataguõaü tãkùõaü  YRps_4.65a
måtrakçcchràõya÷eùataþ  YRps_6.66d
måtrakçcchrà÷marãrogàþ  YRps_5.113a
måtracchàyaü svacchametatsamaü ca  YRps_7.46b
måtre takre ca kaulatthe  YRps_5.81a
mårcchanaü tadihocyate  YRps_1.44d
mårcchanaü doùarahitaü  YRps_1.42c
mårcchanaü syàttadutthitam  YRps_1.23b
mårcchàsphoñàdi nàcaret  YRps_4.96d
mårcchàü mçtyuü madaü caiva  YRps_1.26e
mårchàdoùavinà÷anam  YRps_1.46f
målakandàmbuvallã ca  YRps_9.7c
måladravaistataþ pãto  YRps_6.40c
målaü tvak càbdhi÷oùasya  YRps_13.7a
målikàtra maõi÷caiva  YRps_2.4a
målikàbaddhapàradaþ  YRps_2.22b
målikàbandhanaü rase  YRps_2.7b
målikàbaüdhanaü satyaü  YRps_2.22c
målikàbaüdhanaü hyekaü  YRps_2.11*c
målai÷caiva palà÷ajaiþ  YRps_4.100b
målyairgariùñhaü vividhaü hi vajram  YRps_7.20b
måùà kumudikà proktà  YRps_10.9c
måùàmadhye tu tàü muktvà  YRps_4.28c
måùàmadhye tu ÷odhayet  YRps_5.44d
måùàmadhye nidhàpayet  YRps_1.123b
måùàmadhye nirudhya ca  YRps_5.94b
måùàmadhye rasaü muktvà  YRps_2.20a
måùàmàcchàdya vàlukaiþ  YRps_10.28b
måùà yà cipiñà måle  YRps_10.29a
måùàyàü dhmàpayetsudhãþ  YRps_11.26b
måùàyugmaü tu mudrayet  YRps_1.128b
måùàvaktraü nirundhayet  YRps_1.127d
måùà÷caiva hi dhàtånàü  YRps_1.11c
måùàùñàïguladãrghikà  YRps_1.121b
måùà sà gostanã bhavet  YRps_10.23d
måùà sà musalàkhyà syàc  YRps_10.29c
måùàstho dhmàpito'pi vai  YRps_5.64d
måùàü måùopari nyaset  YRps_5.125d
måùàü vidadhyàdravigharma÷oùitàm  YRps_3.61b
måùikàyàstribhàgaü hi  YRps_1.128c
måùikàü kàrayecchuddhàü  YRps_11.134a
måùikàü cauùadhenàtha  YRps_10.45a
måùikàü bhåmimadhye tu  YRps_10.51a
mçcchailajala÷ulbàyo-  YRps_1.28a
mçõmayà sàpi ÷uùkà ca  YRps_1.122a
mçõmayã sthàlikà kàryà  YRps_1.48e
mçõmåùà ca prakartavyà  YRps_1.156a
mçtasåtena tulyàü÷aü  YRps_5.65c
mçtaü kàüsyaü vàtaharaü  YRps_4.113a
mçtaü baügaü tataþ pa÷càn  YRps_4.89a
mçtaü vajràbhrakaü samyak  YRps_5.26a
mçtaü satvaü mçtaü kàütaü  YRps_5.130a
mçtaü satvaü harenmçtyuü  YRps_5.50a
mçtaü såtaü samàü÷akam  YRps_4.17b
mçtàbhrasatvasaüyuktaü  YRps_5.66a
mçtkharpare pàcitaü hi  YRps_11.125c
mçttikà pakùamàtrakam  YRps_10.12b
mçttikàbhedataþ kramàt  YRps_10.9b
mçtsamà mahiùãkùãrair  YRps_10.18c
mçdà karpañayogataþ  YRps_2.67b
mçdà bhàõóaü prapåryaiva  YRps_10.49a
mçditayà sumçdà parimudritam  YRps_3.24d
mçdudravyasya sàdhane  YRps_10.52d
mçdumçdà parikalpitamåùikàü  YRps_3.36a
mçdumçdà racità masçõeùñikà  YRps_3.23a
mçdusattvasya pàtanã  YRps_10.37f
mçdusatvasya pàtanã  YRps_10.40d
mçdu samaü rasamatra vipàcayet  YRps_3.4b
mçdånàü sattvam àharet  YRps_10.22d
mçdbhàõóapuñamucyate  YRps_10.49d
medaþkçmyàmayaghnaü hi  YRps_4.91e
medàü vçddhiü ÷atàvarãm  YRps_12.17d
melanaü kurute lohe  YRps_5.90c
mehàdãn grahaõãgadàn  YRps_4.54d
mohinã vajrakandikà  YRps_9.19d
mauktikàni tu såkùmàõi  YRps_11.134c
mauktikàni hi jàyante  YRps_11.133a
mriyate ca na saü÷ayaþ  YRps_5.129d
mriyate càbhrasattvakam  YRps_5.49f
mriyate càüdhamåùayà  YRps_5.71d
mriyate nàtra saüdeho  YRps_4.15c
mriyate nàtra saüdeho hy  YRps_4.76c
mriyate nàtra saü÷ayaþ  YRps_5.19d
mriyate pa¤cabhiþ puñaiþ  YRps_4.112d
mriyate vartalohakam  YRps_4.115d
mlecchaü tatkathitaü budhaiþ  YRps_4.35d
yacchuddhaü saralaü ÷ubhraü  YRps_4.79c
yaj¤opavãtopama÷uddhareùàs  YRps_7.49c
yatkçte ca palatvaü hi  YRps_1.61c
yatkçtvà nà sukhã bhavet  YRps_11.1f
yatnena sevitaþ såtaþ  YRps_1.159a
yatpårvaü sarvadoùahçt  YRps_5.102d
yatra kvàpi girau ÷reùñhe  YRps_4.60a
yatra tallàvakàkhyaü syàn  YRps_10.52c
yathà dhåmo na nirgacchet  YRps_11.44a
yathà nàlaü na bhajyate  YRps_5.127b
yathàrogabalaü vãkùya  YRps_4.93a
yathàvacca ÷ubhe dine  YRps_1.30b
yathàvat kràmayedrasam  YRps_1.133d
yathàvadrasa÷odhanam  YRps_1.70d
yathà viùaü yathà vajraü  YRps_5.28a
yathà ùaóguõagaüdhena  YRps_6.77c
yathà såryodaye 'mbujam  YRps_2.55d
yathà hi doùasya vinà÷anaü syàt  YRps_7.54b
yathottaraü syàd guõavarõahãnaü  YRps_4.57a
yadà jãrõo bhaved gràsaþ  YRps_1.91a
yadà prasannaþ khalu pàrvatã÷aþ  YRps_7.65b
yadà raktaü dhàtunibhaü  YRps_5.83c
yadi cet ÷atavàràõi  YRps_5.35a
yadãcchedakùayaü ÷ukraü  YRps_12.21c
yaddhastijaü ÷vetamathàtipãtaü  YRps_6.55c
yadråpyaü vahninà taptam  YRps_4.23c
yantràõyuktàni nàmataþ  YRps_10.8d
yantre óamaruke nyaset  YRps_11.62d
yavapramàõàü guñikàü  YRps_11.97a
yavamàtraü bhajedenaü  YRps_6.58c
yavamàtràü guñãü kçtvà  YRps_11.79c
yavamito rasaràjavaras tadà  YRps_3.38b
yavàbhà guñikà kàryà  YRps_6.7c
yasmàtsatvamayaü hi tat  YRps_6.58b
yaütràõàü pàtanànàü ca  YRps_1.59a
yaütràõyatha puñàni ca  YRps_1.11b
yaütre óamaruke nyaset  YRps_5.86b
yaþ kçùõavarõaþ sa tu durlabho'sti  YRps_6.32a
yaþ ÷rãsåtavarasya sevanamidaü nityaü karotãha vai  YRps_3.65a
yaþ seveta naraþ samàn dvida÷akàn vçddha÷ca no jàyate  YRps_4.20c
yaþ spçùño dràvayedayaþ  YRps_4.62b
yàtudhànamukhaü samyak  YRps_1.75c
yàtyeva hi na saü÷ayaþ  YRps_1.75d
yàni kàryakaràõyeva  YRps_6.9c
yàmatrayamanàratam  YRps_2.50d
yàmatrayaü prayatnena  YRps_2.78c
yàmatrayeõaiva supàcitaü bhavet  YRps_4.52d
yàmatritayaparyantaü  YRps_11.50a
yàmatritayaparyaütaü  YRps_1.55a
yàmatritayaparyaütaü  YRps_1.58c
yàmadvayaü kàüsyavimardità vai  YRps_7.64c
yàmadvayaü ÷ãtagataü samuddharet  YRps_8.2d
yàmadvàda÷akenaiva  YRps_2.69c
yàmapårvamapi raktikàmito bhakùitaþ sakala÷ãtajårtihçt  YRps_8.5/b
yàmamardhamitaü ÷uddhà  YRps_11.11a
yàmaùoóa÷aparyaütaü  YRps_11.98a
yàmaùoóa÷amàtrakaü  YRps_11.65d
yàmaùoóa÷amàtrayà  YRps_4.90d
yàmaü vahniü saheta vai  YRps_10.13f
yàmàcchuddhimavàpnuyàt  YRps_6.74d
yàmàtkharàtape nityaü  YRps_2.63c
yàmàrdhaü dhàrayedbinduü  YRps_13.13a
yàmàrdhaü dhmàpitaþ samyak  YRps_2.20c
yàmàvadhi sveditameva vajraü  YRps_7.27a
yàmàùñakenàgnikçtena dolayà  YRps_3.62a
yàmaikaü pàcayedagnau  YRps_4.43a
yàmaikaikaü sveditaü ÷uddhimeti  YRps_7.56d
yà lepità ÷vetavastre  YRps_6.11c
yàvat piùñã prajàyate  YRps_2.60b
yàvadabhraka÷eùakam  YRps_1.95b
yàvaddçóhatvamàyàti  YRps_2.106a
yàvaddhemanibhaü bhavet  YRps_11.8f
yàvadbhavati bandhanam  YRps_2.54b
yàvannaùñatvam àpnuyàt  YRps_1.44b
yàvannaùño raso bhavet  YRps_11.105d
yàvanmànena lohasya  YRps_1.162a
yukto vaikràüta ucyate  YRps_5.59d
yuvatikàmavilàsavidhàyako  YRps_3.9c
yuvà caiva rasottamaþ  YRps_1.117b
ye kùetratoyaprabhavà÷ca doùàþ  YRps_7.53a
ye guõàþ kathitàþ sadbhiþ  YRps_5.113e
yena kçtvà prajàyate  YRps_1.66d
yena vij¤àtamàtreõa  YRps_1.139c
yena ÷uddhatamo rasaþ  YRps_1.36b
yai÷ca niùkàsità dvijaiþ  YRps_1.29b
yogamåùeti kathyate  YRps_10.11b
yogenànena sarvadà  YRps_5.46b
yojyaü tacca strãùu puüsveva ùaõóhe  YRps_7.25b
yonirogàü÷ca nàrãõàü  YRps_5.132a
raktagarbhasamamuttarãyakaü  YRps_7.50c
raktaghnaü svarõagairikam  YRps_6.81b
raktapitta÷amanaü vióåryakaü  YRps_7.51a
raktapittaharà råkùà  YRps_4.110a
raktavargayutà mçtsnà-  YRps_10.14c
raktavargàübubhàvità  YRps_10.14b
raktavargeõa lepità  YRps_1.156b
raktavarõacyuto rasaþ  YRps_6.85b
raktavarõasamujjvalam  YRps_5.25b
raktasaindhavakena ca  YRps_1.152d
raktasnuhãpayobhi÷ca  YRps_11.2c
raktaü taddhemavallakam  YRps_11.57b
raktaü pãtaü hi pãtakçt  YRps_5.4b
raktaü ÷vetatvamàdi÷et  YRps_4.32f
raktà caiva su÷obhanà  YRps_11.10b
raktàbhaü jàyate cårõaü  YRps_4.100e
raktà vai jàyate chaviþ  YRps_1.19b
raktikà caõako vàtha  YRps_1.163c
raktikàdvayamitaü rujàpaham  YRps_3.64b
raktikàpa¤camàtrakam  YRps_11.75d
raktikàrdhatulità vañã kçtà  YRps_8.4d
rakto rogavinà÷akçt  YRps_1.20d
raïgabandhakarã hi sà  YRps_6.11d
rajataü mriyate dhruvam  YRps_4.31b
rajatena samanvitam  YRps_11.51b
rajatenaiva ÷odhayet  YRps_4.36b
ra¤jayettàmrakàdibhiþ  YRps_1.153b
ra¤jayetsåtakaü sadà  YRps_1.154d
ra¤jayenmàsamekaü hi  YRps_5.123c
ra¤jitaü vedhakçdbhavet  YRps_2.49d
ra¤jitaþ kràmita÷caiva  YRps_1.150c
ratnajàtiùu varàõi peùayet  YRps_7.60b
ratnabhasma bhavatãti ni÷citam  YRps_7.57d
ratnaü sarvàrthasiddhidam  YRps_7.2b
ratnànàü kramato guõà÷ca kathitàstacchodhanaü màraõaü  YRps_7.66a
ratnànàü guõadoùa÷ca  YRps_1.8c
ravikareõa vimardya vicårõitau  YRps_3.10d
ravikareõa sadà pari÷oùitàm  YRps_3.28b
ravigharmeõa ÷oùayet  YRps_11.59b
ravitàpena ÷oùitàm  YRps_11.97b
ravitàpena saü÷uùkaþ  YRps_6.83c
ravitulyena balinà  YRps_4.40a
rasakastàpitaþ samyak  YRps_5.121a
rasakasya ca ràgeõa  YRps_1.154a
rasakasya prayatnataþ  YRps_11.37b
rasakaü kàrayetsudhãþ  YRps_11.71b
rasakaü daradaü tàpyaü  YRps_11.2a
rasakaü daradaü svarõa-  YRps_11.42c
rasakaü ÷ailasaübhåtaü  YRps_5.2c
rasakena vidhãyate  YRps_1.151b
rasako raktakàntakau  YRps_1.135b
rasakhoñaü tato baddhvà  YRps_2.88c
rasakhoñaü samuddharet  YRps_2.21b
rasakhoñaþ prajàyate  YRps_2.20d
rasagolaü suvçttaü tu  YRps_2.45c
rasacitrà ca nandinã  YRps_9.20b
rasajaü khanisaübhavam  YRps_4.4b
rasajaü rasavedhena  YRps_4.5a
rasajàraõakaü tathà  YRps_6.68d
rasadoùavinà÷anam  YRps_1.47d
rasanigamamahàbdher labdham etat suratnam  YRps_2.109b
rasanigamasudhàbdhau mathyamàne mayaiva  YRps_8.1c
rasaparpañikàdãnàü  YRps_10.24c
rasapàdasamaü hema  YRps_2.36c
rasabandhakaraü samyak  YRps_6.88c
rasabandhakaràþ ÷ubhàþ  YRps_9.1d
rasabandhaü karotyalam  YRps_6.31d
rasabaüdhakaro bhedã  YRps_6.86a
rasabhasmaprasàdhanam  YRps_10.48b
rasamadhye patatyalam  YRps_1.129d
rasamitàïgulikàü bhuvi saünyaset  YRps_3.36b
rasaràjasya dãpanam  YRps_1.66b
rasaràjasya ni÷citam  YRps_1.148d
rasaràjasya baüdhanam  YRps_2.1b
rasaràjasya ÷àmyati  YRps_1.61d
rasaràjasya siddhidam  YRps_1.93d
rasaràjaü tu ni÷citam  YRps_1.40d
rasaràjaü vimardayet  YRps_1.56b
rasaråpaü prajàyate  YRps_1.98b
rasarodhanakarma ca  YRps_1.61b
rasavarasya ÷ubhaü hi vipàcanaü  YRps_3.38a
rasavaraü da÷a÷àõamitaü hi tat  YRps_3.23c
rasavaraü niyataü parimardayet  YRps_3.33b
rasavaraü palayugmamitaü ÷ubhaü  YRps_3.39a
rasavaraü vimalaü ca su÷obhitaü  YRps_3.36c
rasavaraþ khalu hemakaro bhavet  YRps_3.26d
rasavidàpi rasaþ pari÷odhito  YRps_3.14a
rasavedhena yajjàtaü  YRps_4.23a
rasa÷àstrasya vartmanà  YRps_1.45d
rasa÷àstràõi bahudhà  YRps_2.35c
rasa÷càbhrakajàritaþ  YRps_2.7d
rasasamànamitaü dhçtamåùayà  YRps_3.37a
rasasya ùoóa÷àü÷ena  YRps_1.125c
rasasyàùñamabhàgena  YRps_1.108c
rasaü tatra vinikùipet  YRps_1.145d
rasaü tathà ÷àlmalimadhyamålàt  YRps_12.9c
rasaü vallamitaü tatra  YRps_6.49a
rasaü vastreõa gàlayet  YRps_2.38d
rasàgamanidar÷anàt  YRps_1.60b
rasàgameùu yatproktaü  YRps_2.57c
rasàjamàrã kathità  YRps_9.16a
rasàd aùñamabhàgataþ  YRps_1.32d
rasàdaùñamabhàgena  YRps_1.89a
rasàn saükathayàmi vai  YRps_8.26b
rasàyanamanuttamam  YRps_5.34d
rasàyanavaraü sadà  YRps_5.74d
rasàyanavaraþ khalu  YRps_5.101b
rasàyanavarà sarvà  YRps_6.21a
rasàyanavidhànataþ  YRps_6.67b
rasàyanaü tadbhavatãha samyak  YRps_7.36d
rasàyanaü suvarõaghnaü  YRps_6.26a
rasàyane ÷reùñhataraü rase ca  YRps_6.56a
rasàyaneùu sarveùu  YRps_5.63a
rasàü÷ca ÷atasaükhyàkàn  YRps_1.9c
rase kùiptà prayatnataþ  YRps_4.108b
rase tasminghçtaprasthaü  YRps_12.18c
rase'tha ca cakrikàü kuryàdrasakasya palonmitàm  YRps_11.58/b
rasena pàcyaü jalajaübukasya  YRps_8.2b
rasena marditaü gàóham  YRps_5.17c
rasena sàrdhaü hi kumàrikàyà  YRps_3.61a
rasenàpi pramardayet  YRps_11.28d
rasenàlepitàni ca  YRps_4.48d
rasenaiva tu dolayà  YRps_11.10d
rasenaivàtha bhàvayet  YRps_2.37b
rasenoktena vai divà  YRps_2.66d
rasendrakasyàpi hi baüdhakçtsadà  YRps_7.35c
rasendrajàraõe ÷astà  YRps_6.73c
rasendro vadhyate khalu  YRps_2.56b
rase rasàyane proktà  YRps_6.72a
rase rasàyane ÷reùñhaþ  YRps_6.30c
raseüdraþ kàntalohaü ca  YRps_2.102a
rasairvà puùpasaübhavaiþ  YRps_11.39d
rasai÷càtipramarditaiþ  YRps_4.109b
raso gadyàõakasyàpi  YRps_1.105a
rasauùadhyo mahàbalàþ  YRps_9.21b
raüjanaü kurute'tyarthaü  YRps_4.32e
raüjanaü kurute dhruvam  YRps_4.19d
raüjanaü pàradasya hi  YRps_1.150b
raüjanaü pàradasya hi  YRps_1.157b
raüjanaü lohatàmràbhyàü  YRps_1.151a
raüjanaü såtaràjasya  YRps_1.155c
raüjanaü hi nidar÷itam  YRps_1.157d
ràjahastapramàõakà  YRps_10.30b
ràjahastapramàõaü hi  YRps_10.44a
ràjàvartakasasyake  YRps_5.2d
ràjàvartàdayo rasàþ  YRps_5.54d
ràjàvarto rasaireùàü  YRps_5.58a
ràjàvartto mariùyati  YRps_5.55d
ràjàvartto varaþ smçtaþ  YRps_5.53d
ràjikà ca ñuñumbhañã  YRps_9.31d
ràjikàtha priyaügu÷ca  YRps_1.163a
ràjikà lavaõopetà  YRps_1.67a
ràj¤àü gçhe te'pi bhavanti påjyàþ  YRps_2.108d
ràj¤àü sadà yogyatamaü pra÷astam  YRps_7.7d
ràj¤àü sadaiva rakùàrthaü  YRps_5.77c
ràmañhaü lavaõapaücakaü sadà  YRps_7.58a
ràmañhena ca saüyutam  YRps_2.51d
ràsnà bàkucã bimbikà  YRps_9.23b
rãtikà kàkatuüóikà  YRps_4.104b
rãtipatràõi lepyàni  YRps_4.109c
rãtirneùñà rasàyane  YRps_4.107d
rukmagarbhagirau jàtaü  YRps_5.104c
rukmatàpyaprabhedataþ  YRps_5.78b
rucirakàcaghañãvinive÷itau  YRps_3.11a
rucirakàcaghañe vinive÷aya  YRps_3.20d
ruciratàmramayaþ samabhàgikam  YRps_3.39b
rucyaü kçmiharaü tathà  YRps_4.116b
ruddhvàtha bhàõóe vipacecca cullyàü  YRps_8.2c
råkùaü càlpaü càvçtaü pàñalena  YRps_7.47b
råkùaü pãtaü karka÷aü ÷yàmalaü ca  YRps_7.18a
råkùaü varõe såkùmakaü cippiñaü ca  YRps_7.43b
råkùaü ÷vetaü savraõaü dhåsaraü ca  YRps_7.12a
råkùàïgaü cenniùprabhaü ÷yàvatàmraü  YRps_7.9a
råpyamànaü samuttàrya  YRps_11.53a
råpyamåùà prakãrtità  YRps_10.16b
råpyavad dç÷yate khalu  YRps_5.91d
råpyaü ca trividhaü proktaü  YRps_4.21a
råpyaü dattvà pragàlayet  YRps_11.76d
råpyaü valladvayaü tathà  YRps_11.86b
råpyaü hi mi÷raü khalu doùalaü ca  YRps_4.24b
råpyàdiyogena yadà  YRps_4.7a
recano jvaraharo'yam aïku÷aþ  YRps_8.4f
reõukaü tadanu càparaü bhavet  YRps_6.52d
reõukaü hi kathitaü dvitãyakam  YRps_6.53d
retaþkùayã tathà klãbo  YRps_12.7c
retitaü rajaþsannibham  YRps_1.104b
rogàna÷eùànmaladoùajàtàn hinasti caiùà rasaparpañã hi  YRps_3.57/b
rogàndaivakçtàn nihanti sakalànyevaü tridoùodbhavàn  YRps_4.20b
rogànhantyanupànataþ  YRps_3.52b
rogànhinasti sakalàn  YRps_4.13c
rogocchedakaraü sadà  YRps_4.101b
rodhanaü kuru vaidyaràñ  YRps_1.64b
romakaü tatpracakùate  YRps_4.59d
rohiõã bilvinã bhåta-  YRps_9.6c
lakucadràvamarditam  YRps_5.71b
lakùaõaü kathyate mayà  YRps_1.80b
lakùaõaü tadihocyate  YRps_1.48d
lakùitàþ pårvasåribhiþ  YRps_6.28b
lakùmaõà taruõãti ca  YRps_9.29b
laghutvaü ca prajàyate  YRps_6.51b
laghvã bhaveddehakarã ca samyak  YRps_7.63b
lajjàlusvarasena vai  YRps_2.30d
laddãpårõaü tu kàrayet  YRps_2.97d
labhyate bhràmakopalaþ  YRps_4.60b
lambàyamànàü bhàõóe tu  YRps_1.34c
lambinã bhåmitumbikà  YRps_9.4d
lalitakàmavidhàvabhilàùukaþ  YRps_3.13a
lavaõakàmlajalena vimi÷ritàþ  YRps_3.7b
lavaõaü koùñhikàsaüj¤am  YRps_10.4a
lavaõaü cullikàbhidham  YRps_6.68b
lavaõaü dviguõaü tathà  YRps_11.105b
lavaügakçùõàgaruke÷aràõàü  YRps_12.13a
lavaügaü maricaü kaõà  YRps_12.3b
lavaügaü ÷uddhakarpåraü  YRps_13.6a
la÷unã ca rudantikà  YRps_9.2d
làkùàguüjàkùudramãnàþ  YRps_5.36c
làkùàrasanibho raktaþ  YRps_6.31a
làvakàkhye puñe samyak  YRps_2.15a
làvakàkhyaiþ sumatimàn  YRps_2.79c
làügalãcitrakavyoùa-  YRps_4.46c
làügalã suradàlikà  YRps_2.76b
làügalãsvarasena hi  YRps_2.46b
làügalyà÷ca rasaistàvad  YRps_2.54a
liügalepaü prakàrayet  YRps_13.12d
liügàkàramadhåmakam  YRps_5.108b
liügairetair lakùitaü tacca ÷uddham  YRps_7.8d
liügairetaiþ ÷obhanaü puùparàgam  YRps_7.17d
luïgatoyasamaü tathà  YRps_11.111b
lepanàllohamàraõam  YRps_6.29b
lepayitvàtha ÷oùayet  YRps_4.14d
lepayecca ravibhàjanodare  YRps_8.7a
lepayettena kalkena  YRps_1.51a
lepayettena mudrikàm  YRps_11.48b
lepayetsaptavàràõi  YRps_2.67c
lepayetsåtagolakam  YRps_2.77b
lepavedha÷ca kathyate  YRps_1.145b
lepavedhastathà kùepaþ  YRps_1.143a
lepaü tathà saindhavamçtsnayàpi  YRps_4.52b
lepitaü triphalàjale  YRps_4.67b
lepitaü sudçóhaü kuru  YRps_2.48b
lepità matkuõasyàtha  YRps_10.19c
lepità sà ca måùikà  YRps_10.15b
lepo'pi naiva jàyeta  YRps_4.64c
lehayet vyoùasaüyutaü  YRps_5.98d
lehayenmadhusaüyuktam  YRps_4.44a
lehaü sujàtaü khalu bhakùayettat  YRps_12.13c
lehitaü vallamàtraü hi  YRps_4.50a
lehe su÷ãte madhu bilvamàtraü  YRps_12.11a
loke kãrtiparaüparàü vitanute dharme matirjàyate  YRps_3.65c
lohakàüsyàrkarãtibhyo  YRps_4.114a
lohakçt dehakçnna hi  YRps_1.103b
lohakharparakeõa vai  YRps_5.31b
lohacårõasamaü gaüdhaü  YRps_4.75c
lohacårõaü ghçtàktaü hi  YRps_4.68a
lohacårõaü paladvaüdvaü  YRps_4.71c
lohacårõaü palamitaü  YRps_11.69a
lohadaõóena gharùitam  YRps_5.83b
lohadràvaõakaü proktaü  YRps_6.68c
lohaparpañãkàbaddhaü  YRps_4.17a
lohapàtrasthitaü ràtrau  YRps_5.131a
lohapàtrasya yatnataþ  YRps_2.86d
lohapàtre drute nàge  YRps_4.99c
lohapàtre pramardayet  YRps_11.22d
lohapàtre suvistãrõe  YRps_2.85a
