Kalidasa: Raghuvamsa
Based on the ed. by A. Scharp‚: Kalidasa Lexicon, Vol. 1,
Brugge 1964
(Rijksuniversiteit te Gent, Werken uitgegeven door de 
Faculteit van de Letteren en Wijsbegeerte, 134)


Input by N.N.



PADA INDEX



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ğ             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ı             253   
visarga                 ş             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________




akarot pçthivãruhàn api  Ragh_8.70c
tayor yathàpràrthitam indriyàrthàn  Ragh_14.25a
tayo÷ caturda÷aikena  Ragh_12.6a
tayos tajj¤air niveditam  Ragh_15.65b
tayos ràvaõahçtàü tàbhyàü  Ragh_12.56a
taraïgavàtema vinãtakhedaş  Ragh_13.35b
taraïgahastair upagåhatãva  Ragh_13.63d
taru palà÷asavarõatanucchadaş  Ragh_9.51b
tarjayann iva ketubhiş  Ragh_4.28d
tarjitaş para÷udhàrayà mama  Ragh_11.78b
talpam antaritabhåmibhiş ku÷aiş  Ragh_19.2b
tava niş÷vasitànukàribhir  Ragh_8.64a
tava neùyàmi nivàpalàlyatàm  Ragh_8.62d
tava bhåtvà mahiùã ciràya sà  Ragh_8.82b
tava mantrakçto mantrair  Ragh_1.61a
tava vidvàn api tàpakàraõam  Ragh_8.76b
tava saühriyate vacaş  Ragh_10.33b
tava saühriyate vacaş  Ragh_10.34b
tavàgatij¤aü samabodhayan màm  Ragh_13.25b
tavàdharasparadhiùu vidrumeùu  Ragh_13.13a
tavàrhato nàbhigamena tçptaü  Ragh_5.11a
tavendukãrtiş ÷va÷uraş sakhà me  Ragh_14.74a
tavaiva saüdeùaharàd vi÷aüpatiş  Ragh_3.66c
tavorvãü prati yàsyataş  Ragh_1.75b
taskarebhya÷ ca saüpadaş  Ragh_17.65b
tastàra gàü bhallanikçttakaõñhair  Ragh_7.58c
tastàra saraghàvyàptaiş  Ragh_4.63c
tasthus te 'vàïmukhàş sarve  Ragh_15.78c
tasthau dhvajastambhaniùaõõadehaü  Ragh_7.62c
tasmàt puraşsaravibhãùaõadar÷itena  Ragh_13.69a
tasmàt samudràd iva mathyamànàd  Ragh_16.79a
tasmàt sayogàd adhigamya yogam  Ragh_18.33c
tasmàt sindhurayàd iva  Ragh_4.35b
tasmàd adhaş kiücid ivàvatãrõàv  Ragh_18.41a
tasmàd apàvartata kuõóine÷aş  Ragh_7.33c
tasmàd apàvartata dårakçùñà  Ragh_6.58c
tasmàd upacchandayati prayojaü  Ragh_5.58c
tasmàd babhåvàtha dalàbhidhàno  Ragh_18.16*a
tasmàn mucye yathà tàta  Ragh_1.72a
tasmin kùaõe pàlayituş prajànàm  Ragh_2.60a
tasmin gate dyàü sukçtopalabdhàü  Ragh_18.22a
tasmin gate vijayinaü parirabhya ràmaü  Ragh_11.92a
tasmin daõóopanatacaritaü bhejire lokapàlàş  Ragh_17.81d
tasminn abhidyotitabandhupadme  Ragh_6.36a
tasminn avasare devàş  Ragh_10.5a
tasminn àtmacaturbhàge  Ragh_15.96a
tasmin nàbhavad uttaraş  Ragh_4.10d
tasminn àsãd vasuüdharà  Ragh_4.7d
tasminn àsthad iùãkàstraü  Ragh_12.23a
tasmin pàtàlam abhyagàt  Ragh_15.84d
tasmin prajahrur yudhi sarva eva  Ragh_7.59d
tasmin pratiùñhàpitaràja÷abdaş  Ragh_18.3b
tasmin prayàte paralokayàtràü  Ragh_18.16a
tasmin pràgjyotiùe÷varaş  Ragh_4.81b
tasmin ràma÷arotkçtte  Ragh_12.49a
tasmin vanaü gopatri gàhamàne  Ragh_2.14d
tasmin vanaü gopatri gàhamàne  Ragh_2.15d
tasmin vidhànàti÷aye vidhàtuş  Ragh_6.11a
tasmin sanmàrgayodhini  Ragh_17.69b
tasmin samàve÷itacittavçttim  Ragh_6.70a
tasmin hradaş saühitamàtra eva  Ragh_16.78a
tasmiüs tu bhåyasãü vçddhiü  Ragh_17.41c
tasmai ku÷alasaüpra÷na  Ragh_10.35a
tasmai divyaparigraham  Ragh_15.55b
tasmai dvijetaratapasvisutaü skhaladbhir  Ragh_9.76c
tasmai ni÷àcarai÷varyaü  Ragh_12.69a
tasmai viùrjyottarakosalànàü  Ragh_18.7a
tasmai sabhyàş sabhàryàya  Ragh_1.55a
tasmai smayàve÷avivarjitàya  Ragh_5.19b
tasya karka÷avihàrsaübhavaü  Ragh_9.68a
tasya kalpitapuraskriyàvidheş  Ragh_11.51a
tasya gåóhaü vipecire  Ragh_17.53d
tasya goptur guõodayam  Ragh_4.20b
tasya jàtu marutaş pratãpagà  Ragh_11.58a
tasya daõóavato daõóaş  Ragh_17.62c
tasya dàkùiõyaruóhena  Ragh_1.31a
tasya dvipànàü madavàrisekàt  Ragh_16.30a
tasya dharmarater àsãd  Ragh_1.23c
tasya ninyatur a÷ånyatàm ubhe  Ragh_19.13b
tasya nirdayarati÷ramàlasàş  Ragh_19.32a
tasya nãparajasàïgaràgiõaş  Ragh_19.37b
tasya pa÷yan sasaumitrer  Ragh_12.14c
tasya pàõóuvadanàlpabhåùaõà  Ragh_19.50a
tasya pårvoditàü nindàü  Ragh_15.57a
tasya prabhànirjitapuùparàgaü  Ragh_18.32a
tasya prayàtasya varåthinãnàü  Ragh_16.28a
tasya prasahya hçdayaü kila ÷oka÷aïkuş  Ragh_8.93a
tasya màrgava÷àd ekà  Ragh_15.11a
tasya roddhur api dviùàm  Ragh_17.52b
tasya vibhramartatàny apàvçõot  Ragh_19.25d
tasya vãkùya lalitaü vapuş ÷i÷oş  Ragh_11.38a
tasya vãryam anã÷varàş  Ragh_4.69b
tasya ve÷masu mçdaïganàdiùu  Ragh_19.5b
tasya ÷aktimataş sataş  Ragh_17.56b
tasya san mantrapåtàbhiş  Ragh_17.16a
tasya saprasavà iva  Ragh_1.22d
tasya sarvasuratàntarakùamàş  Ragh_19.42c
tasya saüvçtamantrasya  Ragh_1.20a
tasya saüståyamànasya  Ragh_15.27a
tasya sàvaraõadçùñasaüdhayaş  Ragh_19.16a
tasya stanapraõayibhir muhur eõa÷àvair  Ragh_9.55a
tasya sphurati paulastyah  Ragh_12.90a
tasyaş sa rakùàrtham analpayodham  Ragh_7.36a
tasyà eva pratikçtisakho yat kratån àjahàra  Ragh_14.87b
tasyàj¤àü ÷àsanàrpitàm  Ragh_17.79b
tasyà¤jaliü bandhumato babandha  Ragh_16.5d
tasyàtithãnàm adhunà saparyà  Ragh_13.46c
tasyàdar÷e hiraõmaye  Ragh_17.26b
tasy' àdhikàrapuruùaiş praõataiş pradiùñàü  Ragh_5.63a
tasyànanàd uccarito vivàda÷  Ragh_18.43c
tasyànalaujàs tanayas tadante  Ragh_18.5a
tasyànãkair visarpadbhir  Ragh_4.53a
tasyànvaye bhåpatir eùa jàtaş  Ragh_6.41a
tasyànviùyan vetasagåóhaü prabhavaü saş  Ragh_9.75b
tasyàpatan mårdhni jalàni jiùõor  Ragh_14.8c
tasyàpanodàya phalapravçttàv  Ragh_14.39a
tasyàpareùv api mçgeùu ÷aràn mumukùoş  Ragh_9.58a
tasyàpi devapratimaş suto 'bhåt  Ragh_18.10b
tasyàbhavaj jaïgamaràjadhànã  Ragh_16.26d
tasyàbhavat kùaõa÷ucaş paritoùalàbhaş  Ragh_11.92c
tasyàbhavat sånur udàra÷ãlaş  Ragh_18.17a
tasyà bhavàn aparadhuryapadàvalambã  Ragh_5.66d
tasyàbhiùekasaübhàraü  Ragh_12.4a
tasyàm àtmànuråpàyàm  Ragh_1.33a
tasyàm eva raghoş pàõóyàş  Ragh_4.49c
tasyàm evàsya yàminyàm  Ragh_15.13a
tasyàmbhasi grãùmasukhe babhåva  Ragh_16.54d
tasyàyathàrthonnatanàbhhirandhraş  Ragh_18.20b
tasyàyam antarhitasaudhabhàjaş  Ragh_13.40a
tasyàrtasya yathauùadham  Ragh_1.28b
tasyàlam eùà kùudhitasya tçptyai  Ragh_2.39a
tasyàvasàne harida÷vadhàmà  Ragh_18.23a
tasyàvicchinnasaütati  Ragh_17.11d
tasyàvilàmbhaşpari÷uddhihetor  Ragh_13.36c
tasyàsãd ulbaõo màrgaş  Ragh_4.33c
tasyàs tathàvidhanarendravipatti÷okàd  Ragh_19.56a
tasyàü tvaü sàdhu nàcaraş  Ragh_1.76d
tasyàü raghoş sånur upasthitàyàü  Ragh_6.68a
tasyàş kopam ajãjanaş  Ragh_1.75*d
tasyàş khuranyàsapavitrapàüsum  Ragh_2.2a
tasyàş puraş paursakhaş sa ràjà  Ragh_16.37b
tasyàş puraş saüprati vãtanàthàü  Ragh_16.9c
tasyàş puro vàyuva÷ena bhinnà  Ragh_14.12b
tasyàş prakàmaü priyadar÷ano 'pi  Ragh_6.44a
tasyàş pratidvandvibhavàd viùàdàt  Ragh_7.68a
tasyàş prapanne samaduşkhabhàvam  Ragh_14.69c
tasyàş prasannendumukhaş prasàdaü  Ragh_2.68a
tasyàş sa ràjopapadaü ni÷àntaü  Ragh_16.40a
tasyàş saüpàtidar÷anàt  Ragh_12.60b
tasyàş sumitràtmajayatnalabdho  Ragh_14.56c
tasyàş spçùñe manujapatinà sàhacaryàya haste  Ragh_16.87a
tasyedam àkràntavimànamàrgam  Ragh_13.37b
tasyaikanàgasya kapolabhittyor  Ragh_5.47a
tasyaikasyocchritaü chattraü  Ragh_17.33a
tasyai prati÷rutya raghupravãras  Ragh_14.29a
tasyai bhartur abhij¤àmam  Ragh_12.62a
tasyai munir dohadaliïgadar÷ã  Ragh_14.71c
tasyai saparyànupadaü dinànte  Ragh_14.81c
tasyotsçùñanivàseùu  Ragh_4.76a
tasyodaye caturmårteş  Ragh_10.74a
tasyonnayanapaïktayaş  Ragh_4.3b
tasyonnayanapaïktayaş  Ragh_4.4b
tasyopakàryàracitopakàrà  Ragh_5.41a
tasyopariùñàt pavanàvadhåtaş  Ragh_7.43b
tasyaughamahatã mårdhni  Ragh_17.14a
tasyaurasaş somasutaş suto 'bhån  Ragh_18.27c
taü karõabhåùaõanipãóitapãvaràüsaü  Ragh_5.65a
taü karõamålam àgatya  Ragh_12.2a
taü kçtapraõatayo 'nujãvinaş  Ragh_19.8a
taü kçpàmçdur avekùya bhàrgavaü  Ragh_11.83a
taü klàntasainyaü kularàjadhànyàş  Ragh_16.36c
taü kùurapra÷akalãkçtàm kçtã  Ragh_11.29c
taü gçhopavana eva saügatàş  Ragh_19.54a
taü ca ÷u÷ruvuùàü patim  Ragh_4.1*b
taü tasthivàüsaü nagaropakaõñhe  Ragh_5.61a
taü dadhan maithilãkaõñha  Ragh_15.56a
taü dide÷a munaye salakùmaõam  Ragh_11.2b
taü durutsahaviyogam aïganàş  Ragh_19.43d
taü dhåpà÷yànake÷àntaü  Ragh_17.22a
taü nive÷ya saciveùv ataş paraü  Ragh_19.4c
taü ni÷amya janako jane÷varaş  Ragh_11.35b
taü ni÷amya pratiùñhitam  Ragh_4.2b
taü ni÷àtyayavisargacumbanam  Ragh_19.29d
taü nyamantrayata saübhçtakratur  Ragh_11.32a
taü payodharaniùaktacandanair  Ragh_19.45a
taü pàtayàü prathamam àsa papàta pa÷càt  Ragh_9.61d
taü pitur vadhabhavena manyunà  Ragh_11.67a
taü putriõàü puùkarapattranetraş  Ragh_18.30c
taü prapede vibhãùaõaş  Ragh_12.68b
taü pramattam api na prabhàvataş  Ragh_19.48a
taü pràpya sarvàvayavànavadyaü  Ragh_6.69a
taü prãtivi÷adair netrair  Ragh_17.35a
taü bhàvàya prasavasamayàkàïkùiõãnàü prajànàm  Ragh_19.57a
taü bhåpatir bhàsurahemarà÷iü  Ragh_5.30a
taü màrgam etàş kçpayà latà me  Ragh_13.24b
taü yauvanodbhedavi÷eùakàntam  Ragh_5.38b
taü ràgabandhiùv avitçptam eva  Ragh_18.19a
taü ràjavãthyàm adhihasti yàntam  Ragh_18.39a
taü làjaiş paurayoùitaş  Ragh_4.27b
taü vavre kathitànvayà  Ragh_12.33b
taü vàhanàd avanatottarakàyam ãùad  Ragh_9.60a
taü vijihmanayanà vyalobhayan  Ragh_19.35d
taü viniùpiùya kàkutsthau  Ragh_12.30a
taü vismitaü dhenur uvàca sàdho  Ragh_2.62a
taü vedhà vidadhe nånaü  Ragh_1.29a
taü ÷akteş prathamaü ÷arat  Ragh_4.24d
taü ÷araiş pratijagràha  Ragh_12.47a
taü ÷làghyasaübandham asau vicintya  Ragh_5.40a
taü santaş ÷rotum arhanti  Ragh_1.10a
taü sanna÷atruü dadç÷uş svayodhàş  Ragh_7.64b
taü svasà nàgaràjasya  Ragh_17.6a
tà iïgudãsnehakçtapradãpam  Ragh_14.81a
tàóakà calakapàlakuõóalà  Ragh_11.15c
tàóakorasi sa ràmasàyakaş  Ragh_11.18b
tàta ÷uddhà samakùaü naş  Ragh_15.72a
tà naràdhipasutà nçpàtmajais  Ragh_11.56a
tàni tasmin samastàni  Ragh_17.43c
tàn eva sàmarùatayà nijaghnuş  Ragh_7.44d
tàn dçptàn prekùya ràghavaş  Ragh_12.44b
tàn nive÷ya caturo 'pi tatra saş  Ragh_11.57b
tàny u¤chaùaùñhàïkitasaikatàni  Ragh_5.8c
tàn hatvà gajakulabaddhatãvravairàn  Ragh_9.65a
tàn hatvà gajakulabaddhatãvravairàn  Ragh_9.65a
tàpàd antaş÷alya ivàsãt k÷itipo 'pi  Ragh_9.75d
tàpàpanodakùamapàda  Ragh_16.53c
tàbhir apy upahçtaü mukhàsavaü  Ragh_19.12c
tàbhir garbhaş prajàbhåtyai  Ragh_10.59a
tàbhyas tathàvidhàn svapnà¤  Ragh_10.65a
tàbhyàü tathàgatam upetya tam ekaputram  Ragh_9.77c
tàm agratas tàmarasàntaràbhàm  Ragh_6.37a
tàm aïkam àropya kç÷àïgayaùñiü  Ragh_14.27a
tàm antikanyastabalipradãpàm  Ragh_2.24a
tàm abhyagacchad ruditànusàrã  Ragh_14.70a
tàm ayojayatàm ubhe  Ragh_10.57d
tàm arpayàm àsa ca ÷okadãnàü  Ragh_14.80a
tàm avàropayat patnãü  Ragh_1.54c
tàm à÷àü ca suradviùàm  Ragh_12.96b
tàmisreõa tam abhyayuş  Ragh_15.2b
tàm åcatus te priyam apy amithyà  Ragh_14.6d
tàm ekatas tava bibharti gurur vinidras  Ragh_5.66c
tàm ekabhàryàü parivàdabhãroş  Ragh_14.86a
tàmbålavallãpariõaddhapågàsv  Ragh_6.64a
tàmbålãnàü dalais tatra  Ragh_4.42a
tàmraparõãsametasya  Ragh_4.50a
tàmralalàñajàü rekhàü  Ragh_1.82*a
tàmrodareùu paitaü tarupallaveùu  Ragh_5.70a
tà ràghavaü dçùñibhir àpibantyo  Ragh_7.12a
tàràpatis taralavidyud iv'àbhravçndam  Ragh_13.76d
tàrkùyaş sarpam ivàdade  Ragh_4.41*d
tàv atarjayad ambare  Ragh_12.41d
tàvat prakãrõàbhinavopacàram  Ragh_7.4a
tàvad à÷u vidadhe marutsakhaiş  Ragh_11.3c
tàvad evàsya velàntaü  Ragh_17.37c
tàvàü÷ ca dadç÷e sa taiş  Ragh_12.45d
tà vivçtya vi÷atãr bhujàntaram  Ragh_19.38d
tàv ubhàv api parasparasthitau  Ragh_11.82a
tàv eva såtau rathinau ca kaucit  Ragh_7.52b
tàsàü nçpo majjanaràgadar÷ã  Ragh_16.57b
tàsàü mukhair àsavagandhagarbhair  Ragh_7.11a
tàsu ÷riyà ràjaparaüparàsu  Ragh_6.5a
tàü tàm avasthàü pratipadyamànaü  Ragh_13.5a
tàü dçùñiviùaye bhartur  Ragh_15.79a
tàü devatàpitratithikriyàrthàm  Ragh_2.16a
tàü puõyadar÷anàü dçùtvà  Ragh_1.86a
tàü praty abhivyaktamanorathànàü  Ragh_6.12a
tàü bhaktim evàgaõayat purastàt  Ragh_5.20d
tàü bhràtçhyàyàü puline 'vatàrya  Ragh_14.52b
tàü vilokya vanitàvadhe ghçõàü  Ragh_11.17c
tàü ÷ilpisaüghàş prabhuõà niyuktàs  Ragh_16.38a
tàü ÷ritàş pratibhayaü vavà÷ire  Ragh_11.61b
tàü saiva vetragrahaõe niyuktà  Ragh_6.26a
tàü saurabheyãü surabhir ya÷obhiş  Ragh_2.3b
tàüs tà¤ janapadà¤ jayã  Ragh_4.34b
tàş svacàritram uddi÷ya  Ragh_15.73a
tàş svam aïkam adhiropya dolayà  Ragh_19.44a
titãrùur dustaram mohàd  Ragh_1.2c
tira÷cakàra bhramaràbhilãnayoş  Ragh_3.8c
tiraskriyante kçmitantujàlair  Ragh_16.20c
tiryagvisaüsarpinakhaprabheõa  Ragh_6.15c
tilakajà 'lakajàlakamauktikaiş  Ragh_9.44d
tilakamastakaharmyakçtàspadaiş  Ragh_9.36*a
tiùñhatu pradhanam evam apy ahaü  Ragh_11.77c
tisçbhir eva bhuvaü saha ÷aktibhiş  Ragh_9.23b
tisras trilokã prathitena sàrdham  Ragh_7.33a
tisras trivargàdhigamasya målaü  Ragh_18.50c
tãrasthalãbarhibhir utkalàpaiş  Ragh_16.64a
tãreùu tàlãvanamarmareùu  Ragh_6.57b
tãropakàryàü gatamàtra eva  Ragh_16.73b
tãrthàbhiùekajàü ÷uddhim  Ragh_1.85c
tãrthàhçtaiş kà¤canakumbhatoyaiş  Ragh_14.7d
tãrthe tadãye gajasetubandhàt  Ragh_16.33a
tãrthe toyavyatikarabhave jahnukanyàsaryvor  Ragh_8.95a
tãvravegadhutamàrgavçkùayà  Ragh_11.16a
tuïgaü nagotsaïgam ivàruroha  Ragh_6.3d
tuïgà draviõarà÷ayaş  Ragh_4.70b
tutoùa vãryàti÷ayena vçtrahà  Ragh_3.62c
tubhyaü tredhàsthitàtmane  Ragh_10.16d
tumu lenàrtaraveõa vejitàş  Ragh_8.39b
turagavalganacaõcalakuõóalo  Ragh_9.51c
turaügamaskandhaniùaõõadehaü  Ragh_7.47c
turaügam utsçùñam anargalaü punaş  Ragh_3.39b
turaügamedhàvabhçtavatãrõair  Ragh_13.61c
turaügasàdã turagàdhiråóham  Ragh_7.37b
turàùàó iva ÷àrïgiõam  Ragh_15.40d
tulàm asàrena ÷aradghanena  Ragh_2.42*d
tulyagandhiùu mattebha  Ragh_4.47c
tulyapratidvandvi babhåva yuddham  Ragh_7.37d
tulyabàhutarasà jitas tvayà  Ragh_11.77d
tulyaş pràcãnabarhiùà  Ragh_4.28b
tulyàvasthaş svasuş kçtaş  Ragh_12.80b
tuùàravarùãva sahasyacandraş  Ragh_14.84b
tuùàrasaüghàta÷ilà himàdrer  Ragh_13.57Ca
tuhinàdrer iva natam oùadhiş  Ragh_8.54d
tåõãcakàra ÷arapåritavaktrarandhràn  Ragh_9.63d
tåõãmukhoddhçta÷areõa vi÷ãrõapaïkti  Ragh_9.56b
tåryasvanànanditapauravargaş  Ragh_14.10b
tåryasvane mårchati maïgalàrthe  Ragh_6.9d
tåryàõàm tasya putriõaş  Ragh_10.77b
tåryair àhatapuùkaraiş  Ragh_17.11b
tçõabindoş pari÷aïkitaş purà  Ragh_8.79b
te guruü guruvatsalàş  Ragh_10.86b
te ca tàbhir agaman kçtàrthatàm  Ragh_11.56b
te caturthasahitàs trayo babhuş  Ragh_11.55a
te ca pràpur udanvataü  Ragh_10.6a
tejasaş sapadi rà÷ir utthitaş  Ragh_11.63a
tejasà pra÷rayeõa ca  Ragh_10.84b
tejasàü hi na vayaş samãkùyate  Ragh_11.1d
tejàüsãva vivasvataş  Ragh_10.31b
tejomahimnà punar àvçtàtmà  Ragh_18.40c
tejo 'vi÷ahyaü ripumandireùu  Ragh_6.47d
tejovi÷eùànumitàü dadhànaş  Ragh_2.7b
te tasya kalpayàm àsur  Ragh_17.9a
te tu yàvanta evàjau  Ragh_12.45c
te dhàtristanya pàyinaş  Ragh_10.79b
tena kàrmukaniùaktamuùñinà  Ragh_11.70a
tena keralayoùitàm  Ragh_4.54b
tena kùiter vi÷vasaho 'dhijaj¤e  Ragh_18.24b
tena ghnatà vighnabhayaü kriyàvàn  Ragh_14.23b
tena tasya madhunirgamàt kç÷a÷  Ragh_19.46c
tena tàta dhanuùà dhanurbhçtaş  Ragh_11.40b
tena dattam abhileùur aïganàş  Ragh_19.12b
tena dåtividitaü niùeduùà  Ragh_19.18a
tena dvipànàm iva puõóarãko  Ragh_18.8a
tena dhår jagato gurvã  Ragh_1.34c
tena bhaktànukampinà  Ragh_15.100b
tena bhåminihitaikakoñi tat  Ragh_11.81a
tena madhyama÷aktãni  Ragh_17.58c
tena mantraprayuktena  Ragh_12.99a
tena mantriùu kosalà  Ragh_1.34*d
tena màm avati nàjite tvayi  Ragh_11.75b
tena me bhuvantrayam  Ragh_10.40b
tena vajraparuùasvanaü dhanuş  Ragh_11.46b
tena ÷ailagurum apy apàtayat  Ragh_11.28c
tena siühàsanaü pitryam  Ragh_4.4c
tenàtapatràmalamaõóalena  Ragh_16.27a
tenàpy anabhinandità  Ragh_12.35b
tenàpratima tejasà  Ragh_10.68b
tenàpratima tejasà  Ragh_10.69b
tenàbhighàtarabhasasya vikçùya pattrã  Ragh_9.61a
tenàrthavàül lobhaparàïmukhena  Ragh_14.23a
tenàvatãrya turagàt prathitàngvayena  Ragh_9.76a
tenàvarodhapramadàsakhena  Ragh_16.71a
tenàùñau parigamitàş samàş kathaücid  Ragh_8.92a
tenàsa lokaş pitçmàn vinetrà  Ragh_14.23c
te nipatya dadus tasmai  Ragh_4.50c
tenaiva ÷ånyàny arisundarãõàü  Ragh_18.44c
tenaiva ÷okàpanudena putrã  Ragh_14.23d
tenottãrya pathà laïkàü  Ragh_12.71a
tenoruvãryeõa pità prajàyai  Ragh_18.2a
te 'pi tårõam avagamya ÷àmbhavam  Ragh_11.43*a
te putrayor nairçta÷astramàrgàn  Ragh_14.4a
te prajànàü prajànàthàs  Ragh_10.84a
te prãtamanasas tasmai  Ragh_17.18a
te bahuj¤asya cittaj¤e  Ragh_10.57a
tebhyaş puna÷ cedam uvàca vàkyam  Ragh_14.36d
tebhyo vighnapratikriyàm  Ragh_15.4b
te ràmàya vadhopàyam  Ragh_15.5a
te rekàdhvajakuli÷àtapatraicihnaü  Ragh_4.88a
teùaü vinayakarmaõà  Ragh_10.80b
teùàü kùemàya ràghavaş  Ragh_15.6b
teùàü dvayor dvayor aikyaü  Ragh_10.83a
teùàü mahàrhàsanasaüsthitànàm  Ragh_6.6a
teùàü ÷årpaõakhaivaikà  Ragh_12.51c
teùàü sada÷vabhåyiùñhàs  Ragh_4.70a
teùu kùaratsu bahudhà madavàridhàràş  Ragh_13.74c
teùåpàyanapàõiùu  Ragh_4.79b
te setuvàrttàgajabandhamukhyair  Ragh_16.2a
te' sya muktàguõonnaddhaü  Ragh_17.23a
taijasaya dhanuùaş pravçttaye  Ragh_11.43c
tais trayàõàü ÷itair bàõair  Ragh_12.48a
taiş kçtaprakçtimukhyasaügrahair  Ragh_19.55a
taiş ÷iveùu vasatir gatàdhvabhiş  Ragh_11.33a
toyadàgama ivoddhyabhidyayor  Ragh_11.8c
toyadàn iva sahasralocanaş  Ragh_11.43d
toyanirõiktapàõayaş  Ragh_17.22b
toyena càprauùhanarendram àsãt  Ragh_18.37d
tau ku÷adhvajasute sumadhyame  Ragh_11.54d
tau gurur gurupatnã ca  Ragh_1.57c
tau daüpatã bahu vilapya ÷i÷oş prahartrà  Ragh_9.78a
tau daüpatã vasiùñhasya  Ragh_1.35c
tau daüpatã svàü prati ràjadhànãü  Ragh_2.70c
tau nide÷akaraõodyatau pitur  Ragh_11.4a
tau pitur nayanajena vàriõà  Ragh_11.5a
tau praõàmacalakàkapakùakau  Ragh_11.31a
tau prapadya padavãü mahaujasaş  Ragh_11.7b
tau balàtibalayoş prabhàvato  Ragh_11.9a
tau vàlmãkim a÷aüsatàm  Ragh_15.69d
tau videhanagarãnivàsinàü  Ragh_11.36a
tau ÷aravyam akarot sa netaràn  Ragh_11.27b
tau sametya samayasthitàv ubhau  Ragh_11.53a
tau saràüsi rasavadbhir ambubhiş  Ragh_11.11a
tau sãtànveùiõau gçdhraü  Ragh_12.54a
tau suketusutayà khilãkçte  Ragh_11.14a
tau snàtakair bandhumatà ca ràj¤à  Ragh_7.28a
tyaktànyakàryàõi viceùñitàni  Ragh_7.5d
tyakùyàmi vaidehasutàü purastàt  Ragh_14.39c
tyajata mànam alaü bata bigrahair  Ragh_9.47a
tyajantu marutàü pathi  Ragh_10.47b
tyajed akasmàt patir àryavçttaş  Ragh_14.55b
tyàgàya saübhçtàrthànàü  Ragh_1.7a
tyàgena patnyàş parimàrùñum aicchat  Ragh_14.35b
tyàge ÷làghàviparyayaş  Ragh_1.22b
tyàgo vàpi vadho vàpi  Ragh_15.94*c
tyàjitaü raõadurjayam  Ragh_12.79Ab
tyàjitaiş phalam utkhàtair  Ragh_4.33a
trayas tretàgnitejasaş  Ragh_15.35b
trastena tàkrùyàt kila kàliyena  Ragh_6.49a
tràõàbhàve hi ÷àpàstràş  Ragh_15.3c
tràtur vaivasvatàd api  Ragh_15.57d
tràsàtimàtracañulaiş smarayatsu netraiş  Ragh_9.58c
tràsàrtham asminn aham adikukùau  Ragh_2.38b
trikåñam eva tatroccair  Ragh_4.59c
trijañà samajãvayat  Ragh_12.74d
tritayaü j¤ànamayena pa÷yati  Ragh_8.78d
trida÷ãbhåtapauràõàü  Ragh_15.102c
tridivasteùv api nişspçho 'bhavat  Ragh_8.10d
tridivotsukayàpy avekùya màü  Ragh_8.60a
tripadãchedinàm api  Ragh_4.47*d
tripadãchedinàm api  Ragh_4.48d
tripuùkareùu trida÷atvam àpa  Ragh_18.31d
trimàrgagàvãcivimarda÷ãtaş  Ragh_13.20b
trilokanàthena sadà makhadviùas  Ragh_3.45a
trilocanaikàü÷atayà duràsadaş  Ragh_3.66b
triviùñapasyeva patiü jayantaş  Ragh_6.78b
triviùñapaü pràptavati kùitã÷e  Ragh_18.19*b
trisàdhanà ÷aktir ivàrtham akùayam  Ragh_3.13d
trisrotasaü tryambakamaulimàlàm  Ragh_13.51d
trisrotasi ca saptabhiş  Ragh_10.64b
tretàgnidhåmàgram anindyakãrtes  Ragh_13.37a
trailokyanàthaprabhavaü prabhàvàt  Ragh_16.81a
trailokyaprabhavo 'pi yat  Ragh_10.54d
traivikramaü pàdam ivendra÷atruş  Ragh_7.35d
traisrotasaü naululitaü vavande  Ragh_16.34d
tvagabhinnapuñottaràn  Ragh_17.12b
tvacaü sa medhyàü paridhàya rauravãm  Ragh_3.31a
tvattaş sarvaü caturmukhàt  Ragh_10.23d
tvatpràptibuddhyà pariripsamànaş  Ragh_13.32c
tvatsamarpitakarmaõàm  Ragh_10.28b
