Yajnavalkyasmrti

PADA INDEX

Input by Muneo Tokunaga, checked by Yasuke Ikari
Based on the edition: Yajnavalkyasmrti of Yogisvara Yajnavalkya 
With the commentary Mitaksara of Vij¤anesvara, Notes, Variant readings, etc. 
Ed. by Narayan Ram Acharya Nirnayasagara Press, Bombay, 1949.



akÃmata÷ kÃmacÃre  Yj_2.162c
brÃhmÃdi«u catur«v api  Yj_2.145b
brÃhme muhÆrte cotthÃya  Yj_1.115a
brÃhmo vivÃha ÃhÆya  Yj_1.58a
brÆyur astu svadhety ukte  Yj_1.245a
brÆyus te 'bhiratÃ÷ sma ha  Yj_1.252d
brÆhi dharmÃn aÓe«ata÷  Yj_1.1d
brÆhi satyaæ kave mama  Yj_2.104d
bhaktÃvakÃÓÃgnyudaka-  Yj_2.276a
bhak«ayitvopavi«ÂÃnÃæ  Yj_2.160a
bhak«ayet trisamÃ niÓi  Yj_3.254d
bhak«ayed dhimaÓailajam  Yj_2.111b
bhak«yÃ÷ pa¤canakhÃ÷  Yj_1.177a
bhagam indraÓ ca vÃyuÓ ca  Yj_1.282c
bhagaæ te varuïo rÃjÃ  Yj_1.282a
bhagaæ bhavati dehi me  Yj_1.291b
bhagaæ saptar«ayo dadu÷  Yj_1.282d
bhagaæ sÆryo b­haspati÷  Yj_1.282b
bhagÃsthy ekaæ tathÃ p­«Âhe  Yj_3.88a
bhaginyaÓ ca nijÃd aæÓÃd  Yj_2.124c
bhagne«v avinivartinÃm  Yj_1.325b
bhaÇge madhyamasÃhasa÷  Yj_2.220d
bhadrÃsanopavi«Âasya  Yj_1.278c
bhayaæ hitvÃ ca bhÆtÃnÃm  Yj_3.61c
bhartavyÃ÷ sÃdhuv­ttaya÷  Yj_2.142b
bhartavyÃ÷ syur niraæÓakÃ÷  Yj_2.140d
bhartÃ ÓrÃddhakriyÃrata÷  Yj_1.121b
bhart­ghnya÷ kÃmagÃdikÃ÷  Yj_3.6b
bhart­bhrÃt­pit­j¤Ãti-  Yj_1.82a
bhartrÃ vÃ ÓvaÓureïa vÃ  Yj_2.115d
bhavacchabdopalak«itÃ  Yj_1.30b
bhavati brahmarÃk«asa÷  Yj_3.212d
bhavaty eko 'pi dharmavit  Yj_2.72b
bhavanty uttaravÃdina÷  Yj_2.17d
bhavaæ yoniÓate«u ca  Yj_3.131d
bhavet kÅÂo 'tha vÃ k­mi÷  Yj_3.197d
bhavet tiryak«u tÃmasa÷  Yj_3.139d
bhaveyu÷ kÃryacintakÃ÷  Yj_2.191b
bhavo jÃtisahasre«u  Yj_3.64a
bhasmapaÇkaraja÷sparÓe  Yj_2.213a
bhasmÃdbhi÷ kÃæsyalohÃnÃæ  Yj_1.190c
bhÃgaæ Óulkaæ n­po haret  Yj_2.261b
bhÃjane«u samÃhita÷  Yj_1.237b
bhÃjane sapavitrake  Yj_1.230b
bhÃï¬aæ dÃpyas tu vÃhaka÷  Yj_2.197b
bhÃï¬ÃgÃre«u nik«ipet  Yj_1.328b
bhÃryÃdÃsasanÃbhibhi÷  Yj_1.158b
bhÃryÃyÃ vikrayaÓ cai«Ãm  Yj_3.242c
bhÃryÃrati÷ Óucir bh­tya-  Yj_1.121a
bhÃryÃsv anyagatÃsu ca  Yj_3.25b
bhÃryÃ svÃ ÓÆdrajanmana÷  Yj_1.57d
bhÃvanÃæ caiva saæsthitim  Yj_3.104d
bhÃvas tatra prayojanam  Yj_3.133d
bhÃvÃbhÃvau ca jagatas  Yj_1.308c
bhÃvair ani«Âai÷ saæyukta÷  Yj_3.140c
bhÃsaæ ca hatvÃ dadyÃd gÃm  Yj_3.272c
bhÃsa÷ kÃko 'pi vÃ bhavet  Yj_1.127d
bhÃskarÃlokanÃÓlÅla-  Yj_1.33c
bhik«ÃrthÅ grÃmam ÃÓrayet  Yj_3.58d
bhik«ÃÓÅ karma vedayan  Yj_3.243b
bhik«ukeïa viÓe«ata÷  Yj_3.62b
bhinne dagdhe 'thavÃ chinne  Yj_2.91c
bhinne païe ca pa¤cÃÓat-  Yj_2.248a
'bhiÓaæsen m­«Ã param  Yj_3.285b
bhi«aÇ mithyÃcaran daï¬yas  Yj_2.242a
bhuktis tatra garÅyasÅ  Yj_2.28d
bhukti÷ stokÃpi yatra no  Yj_2.27d
bhuktvÃ rathyopasarpaïe  Yj_1.196b
bhuktvÃrdrapÃïir ambho 'ntar  Yj_1.149c
bhuji«yÃsu tathaiva ca  Yj_2.290b
bhu¤jÃno vÃ yatas tata÷  Yj_3.41b
bhu¤jÅta pit­sevitam  Yj_1.249b
bhu¤jÅraæs te 'pi vÃgyatÃ÷  Yj_1.239d
bhÆkaæpolkÃnipÃtane  Yj_1.145b
bhÆtapitramarabrahma-  Yj_1.102c
bhÆtam apy anupanyastaæ  Yj_2.19c
bhÆta÷ Óuddhim avÃpnuyÃt  Yj_3.248b
bhÆtÃtmanas tapovidye  Yj_3.34a
bhÆtÃ dharmapravartakÃ÷  Yj_3.186d
bhÆto dhÃtuvimÆrcchita÷  Yj_3.75b
bhÆdÅpÃæÓ cÃnnavastrÃmbhas-  Yj_1.210a
bhÆdhenuharaïaæ tathÃ  Yj_3.230b
bhÆmirÃjavaÓena vÃ  Yj_2.166b
bhÆmer gandhaæ tathÃ ghrÃïaæ  Yj_3.78a
bhÆmau k­tvÃ tata÷ Óira÷  Yj_1.289d
bhÆmau si¤cet tato jalam  Yj_1.245b
bhÆmyartham aparÃÇmukhÃ÷  Yj_1.324b
bhÆyaÓ cÃsaptamaæ kulam  Yj_1.205d
bhÆr yÃ pitÃmahopÃttÃ  Yj_2.121a
bhÆÓuddhir mÃrjanÃd dÃhÃt  Yj_1.188a
bhÆ«aïÃcchÃdanÃÓanai÷  Yj_1.82d
bh­takÃdhyÃpaka÷ klÅba÷  Yj_1.223a
bh­takÃdhyÃpanaæ tathÃ  Yj_3.235b
bh­tÃd adhyayanÃdÃnaæ  Yj_3.235a
bh­tim ardhapathe sarvÃæ  Yj_2.198c
bh­tyÃæÓ ca tarpayet ÓmaÓru-  Yj_3.46c
bh­tyai rak«ya upaskara÷  Yj_2.193d
bh­tyai÷ pariv­to bhuktvÃ  Yj_1.114c
bhedaæ cai«Ãæ n­po rak«et  Yj_2.192c
bhede ku¬yÃvapÃtane  Yj_2.223b
bhedo daï¬as tathaiva ca  Yj_1.346b
bhe«ajasnehalavaïa-  Yj_2.245a
bhe«ajÃgnikriyÃsu ca  Yj_3.283Ad
bhaik«acaryÃ yathÃkramam  Yj_1.30d
bhaik«aæ yo«inmukhaæ tathÃ  Yj_1.187d
bhaik«ÃgnikÃrye tyaktvÃ tu  Yj_3.281a
bhogÃæÓ ca dadyÃd viprebhyo  Yj_1.315a
bhojanas tatphalaprada÷  Yj_2.184d
bhojanaæ sÆn­taæ vaca÷  Yj_1.109d
bhojayec cÃgatÃn kÃle  Yj_1.108c
bhojyÃnnÃ÷ nÃpitaÓ caiva  Yj_1.166c
bhrÃtaras tv ardhabhÃgikam  Yj_2.134b
bhrÃt­bhÃryÃprahÃraka÷  Yj_2.232b
bhrÃt­bhi÷ pÆrvasaæsk­tai÷  Yj_2.124b
bhrÃtÌïÃm atha daæpatyo÷  Yj_2.52a
bhrÆïahatyÃm ­tÃv ­tau  Yj_1.64b
bhre«aÓ cen mÃrgite 'adatte  Yj_2.66c
mak«ikÃkÅÂadÆ«ite  Yj_1.189b
maghÃsu ca viÓe«ata÷  Yj_1.261d
maghÃæ mÆlaæ ca varjayet  Yj_1.80b
majjÃntÃæ juhuyÃd vÃpi  Yj_3.247c
majjaikordhvam tu mastake  Yj_3.106d
maï¬alaæ tasya madhyastha  Yj_3.109a
maï¬alaæ tÃvad antaram  Yj_2.106d
maï¬alÃni Óanair vrajet  Yj_2.106b
maï¬ÆkÃæÓ ca patatriïa÷  Yj_3.270b
mataæ me 'mukaputrasya  Yj_2.86c
matulÃnÅæ snu«Ãm api  Yj_3.232b
mattonmattÃbhiÓastakÃ÷  Yj_2.70b
mattonmattÃrtavyasani-  Yj_2.32a
matsyÃn pakvÃæs tathaivÃmÃn  Yj_1.287c
matsyÃæÓ ca kÃmato jagdhvÃ  Yj_1.175c
madÃdibhiradaï¬anam  Yj_2.214d
madyapastrÅni«evaïam  Yj_3.239b
madrakaæ prakarÅæ tathÃ  Yj_3.113b
madhu daæÓa÷ palaæ g­dhro  Yj_3.215a
madhunÃ ca pitÌæs tathÃ  Yj_1.42d
madhunÃ payasÃ caiva  Yj_1.41a
madhumÃæsÃ¤janocchi«Âa-  Yj_1.33a
madhumÃæsÃÓane kÃrya÷  Yj_3.282c
madhu munyannam eva vÃ  Yj_1.260b
madhura÷ san raso 'pi na  Yj_3.142b
madhu lÃk«Ã ca barhi«a÷  Yj_3.37b
madhu vÃtÃ iti try­cam  Yj_1.239b
madhyamaæ k«atriyaæ vaiÓyaæ  Yj_2.296c
madhyamo jÃtipÆgÃnÃæ  Yj_2.211c
madhyamo mÆlyam eva ca  Yj_2.226b
madhyasthasthÃpitaæ cet syÃd  Yj_2.44c
madhyastho yavasaæ gavÃm  Yj_3.299b
madhye pa¤capalÃ v­ddhi÷  Yj_2.179c
madhyo daï¬o vraïodbhede  Yj_2.219c
manaÓcaitanyayukto 'sau  Yj_3.81a
manaÓ caivobhayÃtmakam  Yj_3.92d
manasaÓ candramÃ jÃtaÓ  Yj_3.128a
manasa÷ satyam ucyate  Yj_3.33d
mana÷ karmendriyÃïi ca  Yj_3.177b
mana÷ kuryÃt tu nÃnyathÃ  Yj_3.57d
mana÷ sattvastham ÅÓvaram  Yj_3.161b
manu«yÃïÃæ mahÃmakhÃ÷  Yj_1.102d
manu«yÃpÆpavÅrudha÷  Yj_3.36b
mano j¤Ãnaæ tapo jalam  Yj_3.31b
manobuddhism­tÅndriyam  Yj_3.111b
manovÃkkÃyakarmajai÷  Yj_3.131b
manovÃkkÃyakarmabhi÷  Yj_1.27d
manovÃkkÃyakarmabhi÷  Yj_1.225d
manovÃkkÃyakarmabhi÷  Yj_2.15b
mantramÆlaæ yato rÃjyaæ  Yj_1.344a
mantribhir vÃ samÃgata÷  Yj_1.329b
mantrair ebhir yathÃkramam  Yj_3.247d
mantropakaraïavyayÃn  Yj_2.276b
mantrau«adhiphalair api  Yj_3.173b
manyate 'nugataæ parai÷  Yj_1.274b
manvatrivi«ïuhÃrÅta-  Yj_1.4a
manvantarair yugaprÃptyÃ  Yj_3.173a
mama dÃrÃ÷ sutÃmÃtyÃ  Yj_3.153a
mayÃ hy amukasÆnunÃ  Yj_2.88b
mayi teja iti chÃyÃæ  Yj_3.279a
mayoktaæ steyakarmaïi  Yj_3.216b
maraïÃc chuddhim ­cchati  Yj_3.253d
martyaloko na yÃsyati  Yj_3.10d
maryÃdÃyÃ÷ prabhede ca  Yj_2.155a
malino hi yathÃ ÃdarÓo  Yj_3.141a
mahatÅæ Óriyam ÃpnuyÃt  Yj_3.327b
mahad eno 'nyathÃ bhavet  Yj_1.74b
mahÃgaïapateÓ caiva  Yj_1.294c
mahÃnarakakÃkolaæ  Yj_3.223c
mahÃnirayaÓÃlmalÅ  Yj_3.222b
mahÃpaÓÆnÃm ete«u  Yj_2.226c
mahÃpÃtakajÃn ghorÃn  Yj_3.206a
mahÃpÃtakajÃny api  Yj_3.310d
mahÃpÃtakajair ghorair  Yj_3.225a
mahÃpÃtakadÆ«ita÷  Yj_1.77d
mahÃpÃtakinas tv iha  Yj_3.206d
mahÃpÃtakinÃæ tathÃ  Yj_2.73d
mahÃpÃpopapÃpÃbhyÃæ yo  Yj_3.285a
mahÃbhiyoge«v etÃni  Yj_2.95c
mahÃbhÆtÃni satyÃni  Yj_3.149a
mahÃvyÃh­tipÆrvakam  Yj_1.15b
mahÃsÃntapana÷ sm­ta÷  Yj_3.315d
mahÃsÃhasikÃdibhi÷  Yj_1.336b
mahi«o«ÂragavÃæ dvau dvau  Yj_2.174c
mahÅpatÅnÃæ nÃÓaucaæ  Yj_3.27a
mahok«aæ vÃ mahÃjaæ vÃ  Yj_1.109a
mahok«ots­«ÂapaÓava÷  Yj_2.163a
mahotsÃha÷ sthÆlalak«a÷  Yj_1.309a
mÃtaraæ vÃ taveti ha  Yj_2.205b
mÃtÃpit­gurutyÃgÅ  Yj_1.224a
mÃtÃpy aæÓaæ samaæ haret  Yj_2.123d
mÃtÃmahasuto mata÷  Yj_2.129d
mÃtÃmahÃnÃm apy evaæ  Yj_1.228c
mÃtÃmahÃnÃm apy evaæ  Yj_1.243a
mÃtur duhitara÷ Óe«am  Yj_2.117c
mÃtur yad agre jÃyante  Yj_1.39a
mÃtu÷ sapatnÅæ bhaginÅm  Yj_3.232c
mÃt­ta÷ pit­tas tathÃ  Yj_1.53d
mÃt­pitratithibhrÃt­-  Yj_1.157a
mÃtsyahÃriïakaurabha-  Yj_1.258c
mÃnaso brahmalaukikÃn  Yj_3.194b
mÃnu«e madhyamaæ rÃja-  Yj_2.242c
mÃnu«ye kadalÅstambha-  Yj_3.8a
mÃnena tulayÃ vÃpi  Yj_2.244a
mÃnya÷ snÃtaÓ ca bhÆpate÷  Yj_1.117d
mÃnyÃv etau g­hasthasya  Yj_1.111c
mÃrutenaiva Óudhyanti  Yj_1.197c
mÃrgadvitayam ÃtmavÃn  Yj_3.197b
mÃrgeïÃdhar«ita÷ parai÷  Yj_2.5b
mÃrjanaæ gopradÃnavat  Yj_1.209d
mÃrjanaæ prÃïasaæyama÷  Yj_1.22b
mÃrjanaæ yaj¤apÃtrÃïÃæ  Yj_1.185c
mÃrjÃragodhÃnakula-  Yj_3.270a
mÃ«Ãn a«Âau tu mahi«Å  Yj_2.159a
mÃsatryahÃrdhamÃsikam  Yj_2.177b
mÃsam ÃsÅta saæyata÷  Yj_3.263b
mÃsam ekaæ payovratam  Yj_3.289b
mÃsav­ddhyÃbhit­pyanti  Yj_1.259c
mÃsi mÃsi sabandhake  Yj_2.37b
mÃsenaivopabhu¤jÅta  Yj_3.324c
mÃse vÃhani vÃ gate  Yj_3.50d
mÃsy arbudaæ dvitÅye tu  Yj_3.75c
mÃsy ete jÃtakarma ca  Yj_1.11d
mÃhi«yeïa karaïyÃæ tu  Yj_1.95a
mÃhi«yograu sutau sm­tau  Yj_1.92b
mÃæsak«Åraudanamadhu-  Yj_1.46a
mÃæsam etÃvad eva tu  Yj_1.287d
mÃæsaæ citrÃnnam eva ca  Yj_1.304d
mÃæsaæ vÃrdhrÅïasasya ca  Yj_1.260d
mÃæsaæ ÓayyÃsanaæ dhÃnÃ÷  Yj_1.214c
mÃæsaikaÓaphasÅsakÃn  Yj_3.38b
mitabhuk Óuddhim ÃpnuyÃt  Yj_3.243d
mitaÓ ca sammitaÓ caiva  Yj_1.285a
mitradhruk piÓuna÷ soma-  Yj_1.223c
mitralabdhir varÃ yata÷  Yj_1.352b
mitrÃïy etÃ÷ prak­tayo  Yj_1.353c
mithilÃstha÷ sa yogÅndra÷  Yj_1.2a
mithyÃbhiyogÅ dviguïam  Yj_2.11c
mithyÃbhiÓastado«aæ ca  Yj_3.284c
mithyÃbhiÓaæsino do«o  Yj_3.284a
mithyÃ vadan parÅmÃïaæ  Yj_2.262a
miÓrÃn piï¬Ãn yavai÷ kriyÃ÷  Yj_1.250d
muktapÆrva÷ kathaæcana  Yj_3.164d
muktvÃgniæ m­ditavrÅhir  Yj_2.107a
mukhajÃ vipru«o medhyÃs  Yj_1.195a
mukhabÃhÆrupajjÃ÷ syus  Yj_3.126c
mukhaæ yonyÃæ ca d­Óyate  Yj_1.207b
mukhaæ vi«Âabhya corasÃ  Yj_3.198d
mukhaæ vaivarïyam eti ca  Yj_2.13d
mucyate gurutalpaga÷  Yj_3.304b
mu¤cato daï¬a uttama÷  Yj_2.295d
munayo g­hamedhina÷  Yj_3.186b
munir mÃæsavivarjanÃt  Yj_1.181d
musalolÆkhalÃnasÃm  Yj_1.184b
mÆko vÃgapahÃraka÷  Yj_3.210d
mÆrdhÃæsakaïÂhah­dayaæ  Yj_3.93c
mÆlakaæ pÆrikÃpÆpÃæs  Yj_1.288c
mÆlÃny agraæ karasya ca  Yj_1.19b
mÆlyav­ddhau ca v­ddhimÃn  Yj_2.248d
mÆlyÃt tu dviguïo bhavet  Yj_2.257d
mÆ«ako dhÃnyahÃrÅ syÃd  Yj_3.214a
m­gapak«i«u jÃyate  Yj_3.135d
m­gÃÓvasÆkaro«ÂrÃïÃæ  Yj_3.207a
m­ccarmapu«pakutapa-  Yj_3.37c
m­ccarmamaïisÆtrÃya÷-  Yj_2.246a
m­takalpahate tathÃ  Yj_2.219d
m­takalpa÷ prahÃrÃrto  Yj_3.248c
m­ta÷ prÃtyayiko 'pi vÃ  Yj_2.54b
m­tÃÇgalagnavikretur  Yj_2.303a
m­tÃyÃæ dattam ÃdadyÃt  Yj_2.146c
m­te jÅvati vÃ patyau  Yj_1.75a
m­te pitari kuryus taæ  Yj_2.134a
m­te vipre na pÃtakam  Yj_3.283Ab
m­te 'hani prakartavyaæ  Yj_1.256a
m­to janmÃdhigacchati  Yj_3.138d
m­ttikaæ kÃlasÆtrakam  Yj_3.222d
m­ttikÃæ rocanÃæ gandhÃn  Yj_1.279c
m­tyudeÓasamÃsannaæ  Yj_2.281c
m­duÓÃdvalasaæsthitÃn  Yj_3.7b
m­dgovipravanaspatÅn  Yj_1.133d
m­ddaï¬acakrasaæyogÃt  Yj_3.146a
m­dbhir abhyuddh­tair jalai÷  Yj_1.17b
mekhalÃæ caiva dhÃrayet  Yj_1.29b
medasÃ tarpayed devÃn  Yj_1.44a
medhyÃ vai yo«ito hy ata÷  Yj_1.71d
maitramaudvÃhikaæ caiva  Yj_2.118c
mok«amÃrgaæ niyacchati  Yj_3.115d
mocya Ãdhis tadutpanne  Yj_2.64c
modate comayÃ saha  Yj_1.75d
mohajÃlam apÃsyeha  Yj_3.119a
mohecchÃdve«akarmaja÷  Yj_3.125d
mriyate prahito yadi  Yj_3.283d
ya Ãhave«u vadhyante  Yj_1.324a
ya idaæ dhÃrayi«yanti  Yj_3.329a
ya idaæ ÓrÃvayed vidvÃn  Yj_3.333a
ya enam evaæ vindanti  Yj_3.192a
ya eva n­pater dharma÷  Yj_1.342a
yac ca kiæcana vÃÇmayam  Yj_3.189d
yac cÃnyasmai pratiÓrutam  Yj_2.175d
yajamÃnaæ phalena ca  Yj_3.121d
yajÆæ«i Óaktito 'dhÅte  Yj_1.42a
yajeta dadhi karkandhu-  Yj_1.250c
yaj janma sarvabhÆtÃnÃm  Yj_3.123c
yaj¤atvam upagacchati  Yj_3.120d
yaj¤astha ­tvije daiva  Yj_1.59a
yaj¤aæ praty ­tvija÷ puna÷  Yj_1.110d
yaj¤ÃnÃæ tapasÃæ caiva  Yj_1.40a
yaj¤Ãrthaæ labdham adadad  Yj_1.127c
yaj¤ÃæÓ caiva prakurvÅta  Yj_1.314c
yaj¤iyaæ karma kurvatÃm  Yj_3.28b
yaj¤ena tapasÃ dÃnair  Yj_3.195a
yata etÃni d­Óyante  Yj_3.176a
yatipÃtrÃïi m­dveïu-  Yj_3.60a
yato vedÃ÷ purÃïÃni  Yj_3.189a
yatkiæcit kilbi«aæ prajÃ÷  Yj_1.337b
yat tad dÃpyam asaæÓayam  Yj_2.181d
yat te keÓe«u daurbhÃgyaæ  Yj_1.283a
yatnÃt parÅk«ita÷ puæstve  Yj_1.55c
yatnÃd dharmaæ samÃcaret  Yj_1.156b
yatra coktÃ na ni«k­ti÷  Yj_3.293d
yatra yatra ca saækÅrïam  Yj_3.309a
yatra v­ttam ime cobhe  Yj_1.200c
yatrÃnukÆlyaæ daæpatyos  Yj_1.74c
yathÃkathaæcit triguïa÷  Yj_3.319a
yathÃkathaæcit piï¬ÃnÃæ  Yj_3.324a
yathÃkathaæcid dattvÃ gÃæ  Yj_1.208a
yathÃkarma phalaæ prÃpya  Yj_3.217a
yathÃkÃmÅ bhaved vÃpi  Yj_1.81a
yathÃ gurukratuphalaæ  Yj_3.327c
yathÃjÃti yathÃvarïaæ  Yj_2.69c
yathÃtmÃnaæ s­jaty ÃtmÃ  Yj_3.181a
yathÃtmÃpi tathaiva hi  Yj_3.149b
yathÃ dÅpasya saæsthiti÷  Yj_3.165b
yathÃrpitÃn paÓÆn gopa÷  Yj_2.164a
yathÃlÃbhopapanne«u  Yj_1.237c
yathÃvat parikalpayet  Yj_1.347d
yathÃvarïaæ pradeyÃni  Yj_1.298c
yathÃ vÃ saævidÃ k­tau  Yj_2.259d
yathÃvidhÃnena paÂhan  Yj_3.112a
yathÃveditam arthinÃ  Yj_2.6b
yathÃÓakti na hÃpayet  Yj_1.115d
yathÃÓÃstraæ prayukta÷ san  Yj_1.356a
yathÃsaækhyaæ dvijÃtaya÷  Yj_1.21b
yathÃsaækhyaæ prakÅrtitÃ÷  Yj_1.300d
yathÃ saægrahaïe tathÃ  Yj_2.285d
yathÃ hi bharato varïair  Yj_3.162a
yathÃ hy ekena cakreïa  Yj_1.351a
yathoktÃd dviguïo dama÷  Yj_2.160b
yathoktÃd dviguïo dama÷  Yj_2.221b
yad agastyasya cÃntaram  Yj_3.184b
yad aj¤Ãnak­taæ bhavet  Yj_3.226b
yad aj¤Ãnak­taæ bhavet  Yj_3.307b
yad atropari lekhitam  Yj_2.86d
yad anyat svayam arjitam  Yj_2.118b
yad asyÃnyad raÓmiÓatam  Yj_3.168a
yadÃ tu dviguïÅbhÆtam  Yj_2.64a
yad ÃdityÃd avÃptavÃn  Yj_3.110b
yadÃ vaÓam upÃgata÷  Yj_1.343d
yadÃ sasyaguïopetaæ  Yj_1.348a
yadi kuryÃt samÃn aæÓÃn  Yj_2.115a
yadi pa¤catvam Ãgata÷  Yj_3.9b
yad ucyate dvijÃtÅnÃæ  Yj_1.56a
yad ­ïaæ tu k­taæ bhavet  Yj_2.45b
yad dadÃti gayÃsthaÓ ca  Yj_1.261a
yady anye guïavattamÃ÷  Yj_2.80b
yady apy eko 'nuvetty e«Ãæ  Yj_3.104c
yady asau nÃrpayet svayam  Yj_2.190d
yady asmi pÃpak­n mÃtas  Yj_2.102a
yady evaæ sa kathaæ brahman  Yj_3.129a
yad yogenÃtmadarÓanam  Yj_1.8d
yad vipre«ÆpapÃditam  Yj_1.315d
yantracchidreïa sajvara÷  Yj_3.83d
yan me 'dya reta ityÃbhyÃæ  Yj_3.278a
yamasÆktaæ tathÃ gÃthÃ  Yj_3.2a
yamÃpastambasaævartÃ÷  Yj_1.4c
yal labheta tad arpayet  Yj_2.190b
yavagorasavikriyÃ÷  Yj_1.169d
ya vÃraïyakam ÃÓritÃ÷  Yj_3.192b
yavÃrthÃs tu tilai÷ kÃryÃ÷  Yj_1.234c
yavÃ÷ sapta vi«asya vÃ  Yj_2.98d
yavair anvavakÅryÃtha  Yj_1.230a
yavo madhyas tu te traya÷  Yj_1.363b
yavo 'sÅti yavÃæs tathÃ  Yj_1.230d
yaÓ ca tai÷ saha saævaset  Yj_3.227d
yaÓ ca yasya yadÃ du÷stha÷  Yj_1.307a
yaÓ cÃtmÃnaæ nivedayet  Yj_1.166d
yaÓ caivam uktvÃhaæ dÃtÃ  Yj_2.231c
yas tatra viparÅta÷ syÃt  Yj_2.188c
yas tu samayiko bhavet  Yj_2.186b
yasmÃt tasmÃt striya÷ sevyÃ÷  Yj_1.78c
yasmÃd g­hïÃty asau karÃn  Yj_1.337d
yasmÃd v­ttis tadÃÓrayÃ  Yj_2.48d
yasmin deÓe m­ga÷ k­«ïas  Yj_1.2c
yasmin deÓe ya ÃcÃro  Yj_1.343a
yasmiæs tu saæsravÃ÷ pÆrvam  Yj_1.248a
yasya cecchati bhÆmipa÷  Yj_3.27d
yasya no rÃjadaivikam  Yj_2.113b
yasya mok«Ãya k­ty asau  Yj_3.107d
yasya vegair vinÃ jÅryec  Yj_2.111c
yasya saævatsarÃd bhavet  Yj_1.255b
yasyÃnnaæ vÃr«ikaæ bhavet  Yj_1.124d
yasyocu÷ sÃk«iïa÷ satyÃæ  Yj_2.79a
yaæ parÃjayase m­«Ã  Yj_2.75d
yaæ yaæ kratum adhÅte ca  Yj_1.47c
ya÷ kaïÂakair vitudati  Yj_3.53a
ya÷ kaÓcid artho ni«ïÃta÷  Yj_2.84a
ya÷ ÓrÃddhaæ saæprayacchati  Yj_1.267d
ya÷ ÓrÃddhe ÓrÃvayi«yati  Yj_3.331b
ya÷ sadya÷ krayavikrayÅ  Yj_2.252d
ya÷ sÃk«yam an­taæ vadet  Yj_2.74d
ya÷ sÃk«yaæ ÓrÃvito 'nyebhyo  Yj_2.82a
ya÷ sÃhasaæ kÃrayati  Yj_2.231a
yÃ Ãh­tÃ hy ekavarïaiÓ  Yj_1.280a
yÃgasthak«atravi¬ghÃtÅ  Yj_3.251a
yÃcitasyÃprayacchata÷  Yj_2.256d
yÃcitÃnvÃhitanyÃsa-  Yj_2.67c
yÃcitenÃpi dÃtavyaæ  Yj_1.203c
yÃjako 'bhicarann api  Yj_3.288b
yÃjanÃdhyÃpane tathÃ  Yj_1.118d
yÃj¤avalkyena bhÃ«itÃn  Yj_3.328b
yÃj¤avalkyoÓano 'ÇgirÃ÷  Yj_1.4b
yÃjyaÓvaÓuramÃtulÃ÷  Yj_1.220b
yÃtaÓ ced anya Ãdheyo  Yj_2.60c
yÃtrÃmÃtram alolupa÷  Yj_3.59d
yÃtrÃrthaæ bhaik«am Ãcaret  Yj_3.54d
yÃ divyÃ iti mantreïa  Yj_1.231a
yÃnam u«Âra÷ kapi÷ phalam  Yj_3.214b
yÃnaæ v­k«aæ priyaæ ÓayyÃæ  Yj_1.211c
yÃ nÃnyam upagacchati  Yj_1.75b
yÃvat tan na pradÅyate  Yj_2.90d
yÃvat sasyaæ vinaÓyet tu  Yj_2.161a
yÃvad ÃbhÆtasaæplavam  Yj_3.188d
yÃvad garbhaæ na mu¤cati  Yj_1.207d
yÃvad vatsasya pÃdau dvau  Yj_1.207a
yÃvad vai bhart­sÃtk­tÃ÷  Yj_2.141d
yuktiprÃptikriyÃcihna-  Yj_2.92c
yuktibhiÓ cÃgamena ca  Yj_2.212b
yugÃny ubhayatomukhÅm  Yj_1.206b
yugmÃn daive yathÃÓakti  Yj_1.227a
yuddhaprek«aïakÃdikam  Yj_1.326d
yuvÃ dhÅmÃn janapriya÷  Yj_1.55d
ye ca dÃnaparÃ÷ samyag  Yj_3.185a
ye ca strÅbÃlaghÃtinÃm  Yj_2.74b
ye 'nekarÆpÃÓ cÃdhastÃd  Yj_3.169a
ye pÃtakak­tÃæ lokÃ  Yj_2.73c
ye rÃ«ÂrÃdhik­tÃs te«Ãæ  Yj_1.338a
ye lokÃ dÃnaÓÅlÃnÃæ  Yj_1.213c
ye samÃnÃ iti dvÃbhyÃæ  Yj_1.254a
ye hi svargajito narÃ÷  Yj_3.195b
yogak«emÃrthasiddhaye  Yj_1.100b
yogaÓÃstraæ ca matproktaæ  Yj_3.110c
yogasiddher hi lak«aïam  Yj_3.203b
yogÃbhyÃsena vÃ tathÃ  Yj_3.51d
yogÅndram amitaujasam  Yj_3.328d
yogÅ muktaÓ ca sarvÃsÃæ  Yj_3.143c
yogÅÓvaraæ yÃj¤avalkyaæ  Yj_1.1a
yojyÃ vyastÃ÷ samastÃ vÃ hy  Yj_1.367c
yo daï¬yÃn daï¬ayed rÃjÃ  Yj_1.359a
yo dravyadevatÃtyÃga-  Yj_3.121a
yo na cÃpnoti vedanÃm  Yj_3.143d
yo 'nvahaæ sa gh­tÃm­tai÷  Yj_1.42b
yo bhittvÃ sÆryamaï¬alam  Yj_3.167b
yo 'bhiyukta÷ pareta÷ syÃt  Yj_2.29a
yo manyetÃjito 'smÅti  Yj_2.306a
yo yasmÃn ni÷s­taÓ cai«Ãæ  Yj_3.180c
yo yÃvat kurute karma  Yj_2.196a
